Segment Start,Segment End,Time,x,y
06:41:03,06:41:20,9.28,20,60
06:41:03,06:41:20,9.34,20,100
06:41:03,06:41:20,9.67,60,100
06:41:03,06:41:20,9.74,100,100
06:41:03,06:41:20,9.94,100,140
06:41:03,06:41:20,10.0,100,180
06:41:03,06:41:20,10.07,100,220
06:41:03,06:41:20,10.6,100,260
06:41:03,06:41:20,10.8,60,260
06:41:03,06:41:20,10.86,20,260
06:41:03,06:41:20,11.0,20,300
06:41:03,06:41:20,11.06,20,340
06:41:03,06:41:20,11.26,20,380
06:41:03,06:41:20,11.33,20,420
06:41:03,06:41:20,11.39,60,420
06:41:03,06:41:20,11.46,100,420
06:41:03,06:41:20,11.52,140,420
06:41:03,06:41:20,11.72,180,420
06:41:03,06:41:20,11.92,180,460
06:41:03,06:41:20,11.99,180,500
06:41:03,06:41:20,12.12,220,500
06:41:03,06:41:20,12.19,260,500
06:41:03,06:41:20,12.45,260,460
06:41:03,06:41:20,12.52,260,420
06:41:03,06:41:20,12.58,300,420
06:41:03,06:41:20,12.65,340,420
06:41:03,06:41:20,12.91,340,460
06:41:03,06:41:20,12.98,340,500
06:41:03,06:41:20,13.51,340,540
06:41:03,06:41:20,13.58,340,580
06:41:03,06:41:20,13.84,380,580
06:41:03,06:41:20,13.91,420,580
06:41:03,06:41:20,13.97,460,580
06:41:03,06:41:20,14.04,500,580
06:41:03,06:41:20,14.3,500,540
06:41:03,06:41:20,14.37,500,500
06:41:03,06:41:20,14.44,500,460
06:41:03,06:41:20,14.5,500,420
06:41:03,06:41:20,14.57,500,380
06:41:03,06:41:20,14.63,500,340
06:41:03,06:41:20,14.7,500,300
06:41:03,06:41:20,14.77,500,260
06:41:03,06:41:20,14.97,540,260
06:41:03,06:41:20,15.03,580,260
06:41:03,06:41:20,15.3,580,220
06:41:03,06:41:20,15.36,580,180
06:41:03,06:41:20,15.43,540,180
06:41:03,06:41:20,15.49,500,180
06:41:03,06:41:20,15.56,460,180
06:41:03,06:41:20,15.63,420,180
06:41:03,06:41:20,15.89,420,220
06:41:03,06:41:20,15.96,420,260
06:41:03,06:41:20,16.02,380,260
06:41:03,06:41:20,16.09,340,260
06:41:03,06:41:20,16.35,340,300
06:41:20,06:41:31,0.07,340,340
06:41:20,06:41:31,0.53,340,300
06:41:20,06:41:31,0.59,340,260
06:41:20,06:41:31,2.51,380,260
06:41:20,06:41:31,2.58,420,260
06:41:20,06:41:31,2.84,420,220
06:41:20,06:41:31,2.91,420,180
06:41:20,06:41:31,3.04,460,180
06:41:20,06:41:31,3.11,500,180
06:41:20,06:41:31,3.17,540,180
06:41:20,06:41:31,3.24,580,180
06:41:20,06:41:31,3.51,580,220
06:41:20,06:41:31,3.57,580,260
06:41:20,06:41:31,3.84,540,260
06:41:20,06:41:31,3.9,500,260
06:41:20,06:41:31,4.03,500,300
06:41:20,06:41:31,4.1,500,340
06:41:20,06:41:31,4.43,500,300
06:41:20,06:41:31,4.5,500,260
06:41:20,06:41:31,4.83,540,260
06:41:20,06:41:31,4.89,580,260
06:41:20,06:41:31,5.16,580,220
06:41:20,06:41:31,5.22,580,180
06:41:20,06:41:31,5.36,540,180
06:41:20,06:41:31,5.42,500,180
06:41:20,06:41:31,5.49,460,180
06:41:20,06:41:31,5.56,420,180
06:41:20,06:41:31,5.82,420,220
06:41:20,06:41:31,5.89,420,260
06:41:20,06:41:31,5.95,380,260
06:41:20,06:41:31,6.02,340,260
06:41:20,06:41:31,6.35,340,300
06:41:20,06:41:31,6.41,340,340
06:41:20,06:41:31,6.48,300,340
06:41:20,06:41:31,6.55,260,340
06:41:20,06:41:31,6.68,260,300
06:41:20,06:41:31,6.75,260,260
06:41:20,06:41:31,6.81,260,220
06:41:20,06:41:31,6.88,260,180
06:41:20,06:41:31,7.08,300,180
06:41:20,06:41:31,7.14,340,180
06:41:20,06:41:31,7.34,300,180
06:41:20,06:41:31,7.41,260,180
06:41:20,06:41:31,7.74,300,180
06:41:20,06:41:31,7.8,340,180
06:41:20,06:41:31,8.07,340,140
06:41:20,06:41:31,8.14,340,100
06:41:20,06:41:31,8.27,300,100
06:41:20,06:41:31,8.33,260,100
06:41:20,06:41:31,8.4,220,100
