=== Segment 1 Start: 13:32:06 | End: 13:32:44 ===
Time (s),x,y
0.94,55,18
1.0,92,18
1.4,92,55
1.47,92,92
1.87,129,92
1.93,166,92
2.0,203,92
2.06,240,92
2.13,277,92
2.2,314,92
2.52,314,129
2.59,314,166
2.66,314,203
2.72,314,240
2.79,314,277
2.86,314,314
2.92,314,351
2.99,314,388
3.39,351,388
3.45,388,388
3.78,388,425
3.85,388,462
4.18,351,462
4.24,314,462
4.31,277,462
4.38,240,462
4.44,203,462
4.51,166,462
4.77,166,499
4.84,166,536
5.1,203,536
5.17,240,536
5.23,277,536
5.3,314,536
5.37,351,536
5.43,388,536
5.5,425,536
5.56,462,536
5.96,462,499
6.03,462,462
6.09,462,425
6.16,462,388
6.23,462,351
6.29,462,314
7.68,425,314
7.75,388,314
8.08,388,277
8.15,388,240
8.21,388,203
8.28,388,166
8.48,425,166
8.54,462,166
8.61,499,166
8.68,536,166
8.74,573,166
8.81,610,166
9.07,610,129
9.2,610,92
9.34,647,92
9.4,684,92
9.6,684,55
9.67,684,18
9.87,721,18
9.93,758,18
10.33,758,55
10.39,758,92
10.46,758,129
10.53,758,166
20.79,721,166
20.85,684,166
32.42,684,203
32.49,684,240
33.55,721,240
33.61,758,240
34.01,758,277
34.08,758,314
34.41,721,314
34.47,684,314
34.8,684,351
34.87,684,388
35.13,721,388
35.2,758,388
35.53,758,425
35.6,758,462
35.66,758,499
35.73,758,536
36.06,721,536
36.12,684,536
36.45,684,499
36.52,684,462
36.79,647,462
36.85,610,462
37.12,610,499
37.18,610,536
37.45,573,536
37.51,536,536
37.78,536,499
37.84,536,462
37.91,536,425
37.98,536,388
38.11,573,388
38.17,610,388
38.44,610,351
38.51,610,314

=== Segment 2 Start: 13:32:44 | End: 13:33:13 ===
Time (s),x,y
1.26,15,45
1.32,45,75
1.39,75,75
2.32,75,105
2.38,75,135
2.45,75,165
2.51,75,195
2.58,75,225
2.65,75,255
2.78,45,255
2.84,15,255
3.11,15,285
3.18,15,315
3.24,15,345
3.31,15,375
3.37,15,405
3.44,15,435
4.24,45,435
4.3,75,435
4.5,75,405
4.57,75,375
4.63,75,345
4.7,75,315
4.76,105,315
4.83,135,315
5.1,135,345
5.16,135,375
5.36,165,375
5.43,195,375
5.69,195,405
5.76,225,435
6.02,255,435
6.22,255,405
6.28,255,375
6.35,255,345
6.42,255,315
6.95,285,315
7.01,315,315
7.41,315,285
7.47,315,255
8.6,285,255
8.66,255,255
8.73,225,255
8.8,195,255
9.06,195,225
9.13,195,195
9.19,195,165
9.26,195,135
9.33,195,105
9.39,195,75
9.59,165,75
9.66,135,75
9.86,135,45
9.92,165,15
10.19,195,15
10.25,225,15
10.32,255,15
10.38,285,15
10.45,315,15
10.52,345,15
10.58,375,15
10.78,375,45
10.85,375,75
