=== Segment 1 Start: 10:36:01 | End: 10:36:06 ===
Time (s),x,y
0.4,60,20
0.47,100,20
0.53,140,20
0.6,180,20
0.67,220,20
0.73,260,20
0.8,300,20
0.87,340,20
0.93,380,20
1.0,420,20
1.2,420,60
1.26,420,100
1.53,460,100
1.59,500,100
1.92,500,140
1.99,500,180
2.12,540,180
2.19,580,180
2.25,620,180
2.32,660,140
2.39,700,100
2.45,740,60
3.44,740,100
3.51,740,140
3.57,740,180
3.64,740,220
3.71,740,260
4.11,700,260
4.17,660,260
4.24,620,260
4.31,580,260
4.51,580,300
4.57,580,340
4.83,620,340
4.9,660,340
5.1,660,380
5.17,660,420

=== Segment 2 Start: 10:36:06 | End: 10:36:10 ===
Time (s),x,y
0.07,660,460
0.13,660,500
0.6,660,460
0.66,660,420
0.73,660,380
0.79,660,340
0.99,620,340
1.06,580,340
1.39,580,300
1.45,620,260
1.78,660,260
1.85,700,260
1.91,740,260
2.24,740,220
2.31,740,180
2.38,740,140
2.44,740,100
2.57,700,100
2.64,660,100
3.04,660,140
3.1,660,180
3.3,620,180
3.37,580,180
3.43,540,180
3.5,500,180
3.77,500,140
3.83,500,100
4.1,460,100
4.16,420,100

=== Segment 3 Start: 10:36:10 | End: 10:36:13 ===
Time (s),x,y
0.46,460,100
0.53,500,100
0.73,500,140
0.79,500,180
0.99,540,180
1.06,580,180
1.13,620,180
1.19,660,180
1.32,660,140
1.39,660,100
1.66,700,100
1.72,740,100
1.98,740,60
2.05,740,20
2.25,700,20
2.31,660,20
2.38,620,20

=== Segment 4 Start: 10:36:13 | End: 10:36:17 ===
Time (s),x,y
0.07,580,20
0.26,620,20
0.33,660,20
0.4,700,20
0.46,740,20
0.93,740,60
0.99,740,100
1.06,740,140
1.13,740,180
1.19,740,220
1.26,740,260
1.46,700,260
1.52,660,260
1.59,620,260
1.66,580,260
2.12,580,300
2.19,580,340
2.32,620,340
2.39,660,340
2.72,660,380
2.78,660,420
2.85,660,460
2.92,660,500
3.05,700,500
3.11,740,500
3.38,740,540
3.44,740,580
3.71,700,580
3.78,660,580
3.84,620,580
3.91,580,580
4.1,580,540

=== Segment 5 Start: 10:36:17 | End: 10:36:23 ===
Time (s),x,y
0.07,580,500
0.13,580,460
0.46,580,500
0.53,580,540
0.59,580,580
0.99,620,580
1.06,660,580
1.12,700,580
1.19,740,580
1.32,700,580
1.39,660,580
1.66,620,580
1.72,580,580
2.05,580,540
2.12,580,500
2.18,580,460
2.25,580,420
2.58,540,420
2.64,500,420
2.71,460,420
2.78,420,420
3.11,420,460
3.17,420,500
3.37,380,500
3.44,340,500
4.23,340,460
4.3,340,420
4.63,300,420
4.69,260,420
5.02,260,380
5.09,260,340
5.35,300,340
5.42,340,340
5.49,380,340
5.55,420,340
6.08,420,300
6.15,420,260
6.22,420,220
6.28,420,180

=== Segment 6 Start: 10:36:23 | End: 10:36:36 ===
Time (s),x,y
0.73,420,220
0.79,420,260
0.86,420,300
0.93,420,340
1.52,380,340
1.59,340,340
1.66,300,340
1.72,260,340
2.05,260,380
2.11,260,420
2.38,300,420
2.44,340,420
2.71,340,460
2.77,340,500
3.17,380,500
3.24,420,500
3.5,420,460
3.57,420,420
3.77,460,420
3.83,500,420
3.9,540,420
3.97,580,420
4.23,580,460
4.3,580,500
4.36,580,540
4.43,580,580
4.63,620,580
4.69,660,580
4.76,700,580
4.83,740,580
5.22,740,540
5.29,700,500
5.36,660,460
5.95,660,420
6.02,660,380
6.22,660,340
6.48,620,340
6.55,580,340
6.81,580,300
6.88,620,260
7.14,660,260
7.21,700,260
7.27,740,260
7.74,740,220
7.8,740,180
7.87,740,140
7.94,740,100
8.0,740,60
8.07,700,20
8.27,660,20
8.53,700,20
8.6,740,20
8.93,740,60
8.99,700,100
9.06,660,100
9.46,660,140
9.53,660,180
9.79,620,180
9.86,580,180
9.92,540,180
9.98,500,180
10.38,500,140
10.45,500,100
11.11,460,100
11.18,420,100
11.44,420,60
11.51,420,20
12.43,380,20
12.5,340,20
12.56,300,20
12.63,260,20
12.7,220,20
12.76,180,20
12.83,140,20
12.89,100,20
12.96,60,20
13.03,20,20

=== Segment 7 Start: 10:36:36 | End: 10:36:40 ===
Time (s),x,y
