=== Segment 1 Start: 18:30:13 | End: 18:30:38 ===
Time (s),x,y
1.0,13,39
1.07,13,65
1.13,13,91
1.2,13,117
1.26,13,143
1.33,13,169
1.4,13,195
1.46,13,221
1.59,39,221
1.66,65,221
1.99,65,195
2.06,65,169
2.12,65,143
2.19,65,117
2.39,91,117
2.45,117,117
2.52,143,117
2.58,169,117
2.72,169,143
2.78,169,169
2.85,169,195
2.91,169,221
3.05,195,221
3.11,221,221
3.18,247,221
3.24,273,221
3.31,299,221
3.38,325,221
3.57,325,247
3.64,325,273
3.9,351,273
3.97,377,273
4.57,377,299
4.63,377,325
5.29,403,325
5.36,429,325
5.76,429,299
5.82,429,273
5.89,429,247
5.95,429,221
6.22,403,221
6.28,377,221
6.48,377,195
6.55,377,169
6.82,351,169
6.88,325,169
7.08,325,143
7.14,325,117
7.34,299,117
7.41,273,117
8.07,273,143
8.13,273,169
8.4,247,169
8.46,221,169
8.73,221,143
8.79,221,117
8.86,221,91
8.93,221,65
9.19,247,65
9.26,273,65
9.32,299,65
9.4,325,65
9.65,325,39
9.72,325,13
9.92,351,13
9.98,377,13
10.05,403,13
10.11,429,13
10.31,429,39
10.38,429,65
10.44,429,91
10.51,429,117
10.58,429,143
10.64,429,169
10.84,455,169
10.91,481,169
11.24,481,143
11.3,481,117
11.37,481,91
11.44,481,65
11.63,507,65
11.7,533,65
11.96,533,91
12.03,533,117
12.23,559,117
12.3,585,117
12.49,585,91
12.56,585,65
12.76,611,65
12.83,637,65
12.89,663,65
12.96,689,65
13.02,715,65
13.09,741,65
13.36,741,91
13.42,741,117
13.49,741,143
13.56,741,169
13.62,741,195
13.69,741,221
13.95,715,221
14.02,689,221
14.08,663,221
14.15,637,221
14.35,637,247
14.42,637,273
15.01,663,273
15.07,689,273
15.41,689,299
15.47,689,325
15.54,689,351
15.6,689,377
15.74,715,377
15.8,741,377
16.13,741,403
16.2,741,429
16.26,741,455
16.33,741,481
16.53,715,481
16.6,689,481
16.86,689,455
16.93,689,429
17.19,663,429
17.26,637,429
17.59,637,403
17.66,637,377
17.99,611,377
18.06,585,377
18.32,585,403
18.38,585,429
18.85,559,429
18.91,533,429
19.18,533,403
19.24,533,377
19.51,507,377
19.57,481,377
19.77,481,403
19.84,481,429
19.91,481,455
19.97,481,481
20.17,455,481
20.23,429,481
20.3,403,481
20.37,377,481
20.56,377,455
20.63,377,429
20.7,377,403
20.76,377,377
21.03,351,377
21.09,325,377
21.36,325,351
21.42,325,325
21.69,299,325
21.76,273,325
22.02,273,351
22.08,273,377
22.15,273,403
22.22,273,429
22.42,299,429
22.48,325,429
22.75,325,455
22.82,325,481
23.08,299,481
23.14,273,481
23.21,247,481
23.28,221,481
23.34,195,481
23.41,169,481
23.61,169,455
23.67,169,429
23.94,143,429
24.0,117,429
24.07,91,429
24.14,65,429
24.21,39,429
24.27,13,429
24.47,13,403
24.53,13,377

=== Segment 2 Start: 18:30:38 | End: 18:31:06 ===
Time (s),x,y
0.73,13,403
0.79,13,429
0.86,13,455
0.92,13,481
1.06,39,481
1.12,65,481
1.21,91,481
1.52,65,481
1.59,39,481
1.65,13,481
2.05,13,455
2.11,13,429
2.45,39,429
2.51,65,429
2.58,91,429
2.64,117,429
2.71,143,429
2.78,169,429
3.04,169,455
3.24,169,481
3.57,195,481
3.64,221,481
3.7,247,481
3.9,273,481
3.97,299,481
4.03,325,481
4.23,325,455
4.3,325,429
5.02,299,429
5.09,273,429
5.36,273,403
5.42,273,377
5.49,273,351
5.55,273,325
5.82,299,325
5.89,325,325
6.08,325,351
6.15,325,377
6.35,351,377
6.42,377,377
6.48,403,377
6.75,377,403
7.21,377,429
7.28,377,455
7.34,377,481
7.61,403,481
7.67,429,481
7.74,455,481
7.81,481,481
8.2,481,455
8.27,481,429
8.33,481,403
8.4,481,377
8.73,507,377
8.8,533,377
9.06,533,403
9.13,533,429
9.39,559,429
9.46,585,429
9.79,585,403
9.86,585,377
10.05,611,377
10.12,637,377
10.38,637,403
10.45,637,429
10.78,663,429
10.85,689,429
11.51,689,455
11.57,689,481
11.84,715,481
11.91,741,481
12.24,741,455
12.31,741,429
12.38,741,403
12.43,741,377
12.5,741,351
12.83,741,377
13.16,715,377
13.23,689,377
13.43,689,351
13.49,689,325
13.56,689,299
13.62,689,273
13.82,663,273
13.89,637,273
14.09,637,247
14.15,637,221
14.42,663,221
14.48,689,221
14.55,715,221
14.62,741,221
15.08,741,195
15.15,741,169
15.21,741,143
15.28,741,117
15.35,741,91
15.41,741,65
15.48,741,39
15.61,715,65
16.01,689,65
16.07,663,65
16.14,637,65
16.2,611,65
16.27,585,65
16.8,585,91
16.87,585,117
17.26,559,117
17.33,533,117
17.59,533,91
17.79,533,65
17.92,507,65
17.99,481,65
18.32,481,91
18.38,481,117
18.45,481,143
18.52,481,169
18.71,455,169
18.78,429,169
18.98,429,143
19.04,429,117
19.11,429,91
19.18,429,65
19.24,429,39
19.31,429,13
19.51,403,13
19.57,377,13
19.64,351,13
19.71,325,13
19.77,299,13
19.84,273,13
20.7,299,13
20.77,325,13
21.03,325,39
21.23,325,65
21.43,299,65
21.49,273,65
21.56,247,65
21.62,221,65
21.89,221,91
21.95,221,117
22.02,221,143
22.09,221,169
22.35,247,169
22.42,273,169
22.75,273,143
22.81,273,117
23.08,299,117
23.14,325,117
23.41,325,143
23.47,325,169
23.67,351,169
23.74,377,169
23.94,377,195
24.0,377,221
24.2,403,221
24.27,429,221
24.47,429,247
24.53,429,273
24.6,429,299
24.67,429,325
24.86,403,325
24.93,377,325
25.2,377,299
25.26,377,273
25.46,351,273
25.53,325,273
25.72,325,247
25.79,325,221
26.05,299,221
26.12,273,221
26.19,247,221
26.25,221,221
26.32,195,221
26.38,169,221
26.58,169,195
26.65,169,169
26.71,169,143
26.78,169,117
26.98,143,117
27.05,117,117
27.11,91,117
27.18,65,117
