Segment Start,Segment End,Time,x,y
06:35:28,06:35:38,0.74,20,60
06:35:28,06:35:38,0.8,20,100
06:35:28,06:35:38,1.07,60,100
06:35:28,06:35:38,1.13,100,100
06:35:28,06:35:38,1.26,100,60
06:35:28,06:35:38,1.33,100,20
06:35:28,06:35:38,1.53,140,20
06:35:28,06:35:38,1.6,180,20
06:35:28,06:35:38,1.79,180,60
06:35:28,06:35:38,1.86,180,100
06:35:28,06:35:38,1.99,220,100
06:35:28,06:35:38,2.06,260,100
06:35:28,06:35:38,2.39,260,140
06:35:28,06:35:38,2.45,260,180
06:35:28,06:35:38,2.52,260,220
06:35:28,06:35:38,2.59,260,260
06:35:28,06:35:38,2.85,300,260
06:35:28,06:35:38,2.92,340,260
06:35:28,06:35:38,3.18,340,300
06:35:28,06:35:38,3.25,340,340
06:35:28,06:35:38,3.31,340,380
06:35:28,06:35:38,3.38,340,420
06:35:28,06:35:38,3.44,340,460
06:35:28,06:35:38,3.51,340,500
06:35:28,06:35:38,3.71,380,500
06:35:28,06:35:38,3.77,420,500
06:35:28,06:35:38,3.84,460,500
06:35:28,06:35:38,3.91,500,500
06:35:28,06:35:38,4.17,500,540
06:35:28,06:35:38,4.24,500,580
06:35:28,06:35:38,4.3,540,580
06:35:28,06:35:38,4.37,580,580
06:35:28,06:35:38,4.7,580,540
06:35:28,06:35:38,4.77,580,500
06:35:28,06:35:38,4.96,620,500
06:35:28,06:35:38,5.03,660,500
06:35:28,06:35:38,5.29,660,460
06:35:28,06:35:38,5.36,660,420
06:35:28,06:35:38,5.43,700,420
06:35:28,06:35:38,5.49,740,420
06:35:28,06:35:38,5.76,740,380
06:35:28,06:35:38,5.82,740,340
06:35:28,06:35:38,6.15,700,340
06:35:28,06:35:38,6.22,660,340
06:35:28,06:35:38,6.29,620,340
06:35:28,06:35:38,6.35,580,340
06:35:28,06:35:38,6.55,580,300
06:35:28,06:35:38,6.62,580,260
06:35:28,06:35:38,6.75,620,260
06:35:28,06:35:38,6.81,660,260
06:35:28,06:35:38,7.01,660,220
06:35:28,06:35:38,7.08,660,180
06:35:28,06:35:38,7.21,620,180
06:35:28,06:35:38,7.28,580,180
06:35:28,06:35:38,7.34,540,180
06:35:28,06:35:38,7.41,500,180
06:35:28,06:35:38,7.48,460,180
06:35:28,06:35:38,7.54,420,180
06:35:28,06:35:38,7.61,380,180
06:35:28,06:35:38,7.67,340,180
06:35:28,06:35:38,7.87,340,140
06:35:28,06:35:38,7.94,340,100
06:35:28,06:35:38,8.14,380,100
06:35:28,06:35:38,8.2,420,100
06:35:28,06:35:38,8.27,460,100
06:35:28,06:35:38,8.34,500,100
06:35:28,06:35:38,8.4,540,100
06:35:28,06:35:38,8.47,580,100
06:35:28,06:35:38,8.53,620,100
06:35:28,06:35:38,8.6,660,100
06:35:28,06:35:38,8.67,700,100
06:35:28,06:35:38,8.73,740,100
06:35:28,06:35:38,8.93,740,60
06:35:28,06:35:38,9.46,740,20
06:35:28,06:35:38,9.79,700,20
06:35:28,06:35:38,9.85,660,20
06:35:28,06:35:38,9.92,620,20
06:35:28,06:35:38,9.99,580,20
06:35:28,06:35:38,10.05,540,20
06:35:38,06:35:58,0.07,500,20
06:35:38,06:35:58,0.33,540,20
06:35:38,06:35:58,0.4,580,20
06:35:38,06:35:58,0.47,620,20
06:35:38,06:35:58,0.54,660,20
06:35:38,06:35:58,0.6,700,20
06:35:38,06:35:58,0.67,740,20
06:35:38,06:35:58,1.0,740,60
06:35:38,06:35:58,1.06,740,100
06:35:38,06:35:58,1.13,740,140
06:35:38,06:35:58,1.19,740,180
06:35:38,06:35:58,1.26,740,220
06:35:38,06:35:58,1.72,740,180
06:35:38,06:35:58,1.79,740,140
06:35:38,06:35:58,2.38,740,100
06:35:38,06:35:58,2.45,740,60
06:35:38,06:35:58,2.52,740,20
06:35:38,06:35:58,2.98,740,60
06:35:38,06:35:58,3.44,740,100
06:35:38,06:35:58,3.51,740,140
06:35:38,06:35:58,3.97,740,100
06:35:38,06:35:58,4.04,740,60
06:35:38,06:35:58,4.56,740,100
06:35:38,06:35:58,5.16,700,100
06:35:38,06:35:58,5.23,660,100
06:35:38,06:35:58,5.29,620,100
06:35:38,06:35:58,5.36,580,100
06:35:38,06:35:58,5.42,540,100
06:35:38,06:35:58,5.49,500,100
06:35:38,06:35:58,5.56,460,100
06:35:38,06:35:58,5.62,420,100
06:35:38,06:35:58,5.69,380,100
06:35:38,06:35:58,5.76,340,100
06:35:38,06:35:58,6.02,340,140
06:35:38,06:35:58,6.08,340,180
06:35:38,06:35:58,6.35,380,180
06:35:38,06:35:58,6.42,420,180
06:35:38,06:35:58,6.74,420,220
06:35:38,06:35:58,6.81,420,260
06:35:38,06:35:58,6.88,420,300
06:35:38,06:35:58,6.94,420,340
06:35:38,06:35:58,7.27,460,340
06:35:38,06:35:58,7.34,500,340
06:35:38,06:35:58,7.47,500,380
06:35:38,06:35:58,7.54,500,420
06:35:38,06:35:58,8.2,500,380
06:35:38,06:35:58,8.26,500,340
06:35:38,06:35:58,8.59,460,340
06:35:38,06:35:58,8.66,420,340
06:35:38,06:35:58,8.92,420,300
06:35:38,06:35:58,8.99,420,260
06:35:38,06:35:58,9.06,420,220
06:35:38,06:35:58,9.12,420,180
06:35:38,06:35:58,9.52,460,180
06:35:38,06:35:58,9.58,500,180
06:35:38,06:35:58,9.65,540,180
06:35:38,06:35:58,9.72,580,180
06:35:38,06:35:58,9.78,620,180
06:35:38,06:35:58,9.85,660,180
06:35:38,06:35:58,10.18,660,220
06:35:38,06:35:58,10.25,660,260
06:35:38,06:35:58,10.45,620,260
06:35:38,06:35:58,10.51,580,260
06:35:38,06:35:58,10.64,580,300
06:35:38,06:35:58,10.71,580,340
06:35:38,06:35:58,10.97,620,340
06:35:38,06:35:58,11.04,660,340
06:35:38,06:35:58,11.11,700,340
06:35:38,06:35:58,11.17,740,340
06:35:38,06:35:58,11.57,740,380
06:35:38,06:35:58,11.63,740,420
06:35:38,06:35:58,12.1,700,420
06:35:38,06:35:58,12.17,660,420
06:35:38,06:35:58,12.43,660,460
06:35:38,06:35:58,12.5,660,500
06:35:38,06:35:58,12.82,620,500
06:35:38,06:35:58,12.89,580,500
06:35:38,06:35:58,13.16,580,540
06:35:38,06:35:58,13.22,580,580
06:35:38,06:35:58,13.42,540,580
06:35:38,06:35:58,13.49,500,580
06:35:38,06:35:58,13.56,460,580
06:35:38,06:35:58,14.09,500,580
06:35:38,06:35:58,14.42,500,540
