=== Segment 1 Start: 16:20:03 | End: 16:20:16 ===
Time (s),x,y
1.53,20,60
1.79,60,100
1.86,100,140
1.92,140,180
1.99,180,220
2.72,180,260
2.78,180,300
2.85,180,340
3.18,140,340
3.24,100,340
3.51,100,300
3.57,100,260
3.91,60,260
3.97,20,260
4.24,20,300
4.3,20,340
4.37,20,380
4.44,20,420
4.64,60,420
4.7,100,420
4.77,140,420
4.83,180,420
4.9,220,420
4.97,260,420
5.17,260,460
5.23,260,500
5.3,260,540
5.36,260,580
6.22,300,580
6.29,340,580
6.55,340,540
6.62,340,500
6.88,380,500
6.95,420,500
7.01,460,500
7.08,500,500
7.15,540,500
7.21,580,500
7.35,580,460
7.42,580,420
7.48,580,380
7.54,580,340
7.61,580,300
7.68,580,260
7.74,580,220
7.81,580,180
8.01,620,180
8.07,660,180
8.34,660,220
8.4,660,260
8.6,700,260
8.67,740,260
8.87,740,220
8.94,740,180
9.0,740,140
9.07,740,100
9.13,740,60
9.2,740,20
9.4,700,20
9.46,660,20
9.73,660,60
9.79,660,100
9.99,620,100
10.06,580,100
10.12,540,100
10.19,500,100
10.85,500,140
10.92,500,180
11.25,460,180
11.31,420,180
11.38,380,180
11.44,340,180
11.51,300,180
11.58,260,180
11.78,260,140
11.84,260,100
11.91,260,60
11.98,260,20
12.18,300,20
12.24,340,20
12.31,380,20
12.38,420,20

=== Segment 2 Start: 16:20:16 | End: 16:20:17 ===
Time (s),x,y
0.07,460,20
0.13,500,20
0.2,540,20
0.59,500,20
0.66,460,20
0.72,420,20
0.79,380,20
0.85,340,20
0.92,300,20
0.99,260,20
1.05,220,20
1.12,180,20
1.18,140,20
1.25,100,20

=== Segment 3 Start: 16:20:17 | End: 16:20:26 ===
Time (s),x,y
0.53,140,20
0.59,180,20
0.66,220,20
0.73,260,20
0.79,300,20
0.93,260,60
1.72,260,100
1.78,260,140
1.85,260,180
1.91,260,220
1.98,260,260
2.51,300,260
2.58,340,260
2.91,340,300
2.97,340,340
3.37,340,300
3.43,340,260
3.63,300,260
3.7,260,260
3.9,260,220
3.96,300,180
4.1,340,180
4.16,380,180
4.23,420,180
4.29,460,180
4.36,500,180
5.02,500,140
5.09,500,100
5.29,540,100
5.35,580,100
5.42,620,100
5.49,660,100
5.75,660,60
5.82,660,20
6.02,700,20
6.08,740,20
6.35,740,60
6.41,740,100
6.48,740,140
6.55,740,180
6.61,740,220
7.14,740,260
7.21,740,300
7.27,700,340
7.34,660,340
7.67,700,340
7.74,740,340
7.94,740,300
8.0,700,260
8.07,660,220
8.14,620,180
8.2,580,180
8.6,580,220
8.67,580,260
8.73,580,300
8.8,580,340
8.86,580,380
8.93,580,420
8.99,580,460
9.06,540,500
9.13,500,500

=== Segment 4 Start: 16:20:26 | End: 16:20:29 ===
Time (s),x,y
0.07,460,500
0.13,420,500
0.33,380,500
0.53,420,500
0.6,460,500
0.66,500,500
0.73,540,500
0.79,580,500
1.06,580,460
1.12,580,420
1.19,580,380
1.25,580,340
1.32,580,300
1.39,580,260
1.45,580,220
1.52,580,180
1.65,620,180
1.72,660,180
1.85,660,220
1.92,660,260
2.12,700,260
2.18,740,260
2.38,740,300
2.45,700,340
2.51,660,380
2.84,660,420
2.91,660,460
2.98,660,500
3.04,660,540
3.11,660,580
3.38,700,580
3.44,740,540

=== Segment 5 Start: 16:20:29 | End: 16:20:37 ===
Time (s),x,y
0.27,740,500
0.33,740,460
0.4,740,500
0.46,740,540
0.53,740,580
0.66,700,580
0.73,660,540
0.79,660,500
0.86,660,460
0.93,660,420
0.99,660,380
1.06,660,340
1.26,700,340
1.32,740,340
1.52,740,300
1.59,740,260
1.65,740,220
1.72,740,180
3.24,740,220
3.37,740,260
3.7,700,260
3.77,660,260
4.04,660,220
4.1,660,180
4.3,620,180
4.37,580,180
4.63,580,220
4.7,580,260
4.76,580,300
4.83,580,340
4.89,580,380
4.96,580,420
5.42,580,460
5.49,580,500
5.69,540,500
5.75,500,500
5.82,460,500
5.88,420,500
5.95,380,500
6.02,340,500
6.28,340,540
6.35,340,580
6.48,300,580
6.55,260,580
6.61,220,580
6.68,180,580
7.34,220,580
7.41,260,580
7.47,300,580
7.74,260,540

=== Segment 6 Start: 16:20:37 | End: 16:20:40 ===
Time (s),x,y
0.59,260,500
0.66,260,460
0.72,260,420
0.92,220,420
0.99,180,420
1.05,140,420
1.12,100,420
1.19,60,420
1.25,20,420
1.39,20,380
1.45,20,340
1.52,20,300
1.59,20,260
1.72,60,260
1.78,100,260
2.11,100,300
2.18,100,340
2.45,140,340
2.51,180,340
2.78,180,300

=== Segment 7 Start: 16:20:40 | End: 16:20:48 ===
Time (s),x,y
0.07,180,260
0.13,180,220
0.26,180,260
0.33,180,300
0.4,180,340
0.66,140,340
0.73,100,300
0.79,60,260
0.86,20,220
1.46,20,260
1.52,20,300
1.59,20,340
1.66,20,380
1.72,20,420
1.99,60,420
2.05,100,420
2.12,140,420
2.18,180,420
2.25,220,420
2.32,260,420
2.45,260,460
2.51,260,500
2.58,260,540
2.65,260,580
2.84,300,580
2.91,340,580
3.17,340,540
3.24,340,500
3.44,380,500
3.51,420,500
3.57,460,500
3.64,500,500
3.7,540,500
3.77,580,500
3.97,580,460
4.03,580,420
4.1,580,380
4.17,580,340
4.23,580,300
4.3,580,260
4.37,580,220
4.43,580,180
4.56,620,180
4.63,660,180
4.76,660,220
4.83,660,260
5.09,700,260
5.16,740,260
5.36,740,220
5.42,740,180
5.49,740,140
5.56,740,100
5.62,740,60
5.69,700,20
5.82,660,20
6.41,660,60
6.48,660,100
6.74,620,100
6.81,580,100
6.88,540,100
6.94,500,100
7.21,500,140
7.27,500,180
7.54,460,180
7.61,420,180
7.67,380,180
7.74,340,180
7.8,300,180
7.87,260,180
8.0,260,140
8.07,260,100
8.13,260,60

=== Segment 8 Start: 16:20:48 | End: 16:20:49 ===
Time (s),x,y
0.06,260,20
0.13,300,20
0.46,260,60
0.99,260,100
1.06,260,140
1.13,260,180
1.19,260,220
1.26,260,260

=== Segment 9 Start: 16:20:49 | End: 16:20:53 ===
Time (s),x,y
0.33,260,220
0.39,260,180
0.46,300,180
0.66,340,180
0.73,380,180
0.79,420,180
0.86,460,180
0.92,500,180
1.39,500,140
1.45,540,100
1.65,580,100
1.72,620,100
1.78,660,100
1.98,660,60
2.05,660,20
2.25,700,20
2.31,740,60
2.45,740,100
2.51,740,140
2.58,740,180
2.64,740,220
2.71,700,260
2.84,660,260
3.17,660,220
3.24,620,180
3.44,580,180
3.7,580,220
3.77,580,260
3.83,580,300
3.9,580,340
3.97,580,380
4.03,580,420

=== Segment 10 Start: 16:20:53 | End: 16:21:00 ===
Time (s),x,y
0.07,580,460
0.27,580,420
0.33,580,380
0.4,580,340
0.46,580,300
0.53,580,260
0.6,580,220
0.66,580,180
0.79,580,220
0.86,580,260
0.93,580,300
0.99,580,340
1.06,580,380
1.13,580,420
1.19,580,460
1.26,580,500
1.39,580,460
1.46,580,420
1.52,580,380
1.59,580,340
1.66,580,300
1.72,580,260
1.79,580,220
1.85,580,180
1.99,620,180
2.05,660,180
2.25,660,220
2.32,660,260
2.51,700,260
2.58,740,260
2.84,740,220
2.91,740,180
2.97,740,140
3.04,740,100
3.11,740,60
3.17,740,20
3.31,700,20
3.37,660,20
3.63,660,60
3.7,660,100
3.9,620,100
3.96,580,100
4.03,540,100
4.1,500,100
4.43,500,140
4.49,460,180
4.56,420,180
4.62,380,180
4.76,340,180
4.82,300,180
4.89,260,180
5.15,260,220
5.22,260,260
5.48,300,260
5.55,340,260
5.75,340,300
5.81,340,340
6.01,380,340
6.08,420,340
6.28,420,300
6.35,420,260
6.41,460,260

=== Segment 11 Start: 16:21:00 | End: 16:21:00 ===
Time (s),x,y
0.07,500,260
0.33,460,260
0.4,420,260

