=== Segment 1 Start: 18:32:20 | End: 18:32:37 ===
Time (s),x,y
1.0,46,15
1.07,77,15
1.13,108,15
1.2,139,15
1.26,170,15
1.33,201,46
1.4,232,77
1.66,263,108
1.92,263,139
2.12,232,139
2.19,201,139
2.26,170,139
2.32,139,139
2.39,108,139
2.45,77,139
2.59,77,108
2.65,77,77
2.85,46,77
2.92,15,77
3.18,15,108
3.24,15,139
3.31,15,170
3.38,15,201
3.58,46,201
3.64,77,201
3.84,77,232
3.91,77,263
4.11,108,263
4.17,139,263
4.24,170,263
4.31,201,263
4.5,201,232
4.57,201,201
4.77,232,201
4.83,263,201
5.03,263,232
5.1,263,263
5.16,263,294
5.23,263,325
5.3,263,356
5.36,263,387
5.43,263,418
5.49,263,449
5.56,263,480
5.63,232,511
5.69,201,511
5.96,201,480
6.02,201,449
6.09,201,418
6.15,201,387
6.62,201,356
6.68,201,325
6.95,170,325
7.01,139,325
7.08,108,325
7.14,77,325
7.41,77,356
7.48,77,387
7.67,46,387
7.74,15,387
8.07,15,418
8.14,15,449
8.21,15,480
8.27,15,511
8.34,15,542
8.4,15,573
8.67,46,573
8.73,77,573
9.0,77,542
9.06,77,511
9.33,108,511
9.4,139,511
9.59,139,542
9.66,139,573
9.92,170,573
9.99,201,573
10.05,232,573
10.12,263,573
10.19,294,573
10.25,325,573
10.45,325,542
10.52,325,511
10.85,356,511
10.91,387,511
10.98,418,511
11.05,449,511
11.24,449,480
11.31,449,449
11.38,449,418
11.44,449,387
11.51,449,356
11.57,449,325
11.64,449,294
11.71,449,263
12.17,449,232
12.24,449,201
12.5,480,201
12.57,511,201
12.63,542,201
12.7,573,201
12.9,573,170
12.96,573,139
13.16,604,139
13.23,635,139
13.3,666,139
13.36,697,139
13.56,697,170
13.63,697,201
13.82,666,201
13.89,635,201
14.15,635,232
14.22,635,263
14.42,604,263
14.49,573,263
14.55,542,263
14.62,511,263
14.82,511,294
14.88,511,325
15.15,542,325
15.21,573,325
15.48,573,356
15.54,573,387
15.74,604,387
15.81,635,387
15.87,666,387
15.94,697,387
16.14,697,418
16.21,697,449
16.27,697,480
16.34,697,511
16.4,697,542
16.47,697,573
16.67,666,573
16.73,635,573
16.8,604,573
16.87,573,573
16.93,542,573
17.0,511,573
17.06,480,573
17.13,449,573

=== Segment 2 Start: 18:32:37 | End: 18:32:57 ===
Time (s),x,y
0.2,39,13
0.27,65,13
1.19,65,39
1.26,39,65
1.32,13,91
1.65,13,117
1.92,39,117
1.98,65,117
2.25,65,143
2.31,65,169
2.38,65,195
2.45,39,221
2.51,13,221
3.04,13,247
3.11,13,273
3.71,39,273
3.77,65,273
4.1,65,299
4.17,65,325
4.43,39,325
4.5,13,325
4.89,13,351
4.96,13,377
5.22,39,377
5.29,65,377
5.36,91,377
5.42,117,377
5.62,117,351
5.69,117,325
5.75,117,299
5.82,117,273
5.95,143,273
6.02,169,273
6.28,169,247
6.35,169,221
6.68,143,221
6.74,117,221
6.94,117,195
7.01,117,169
7.28,143,169
7.35,169,169
7.4,195,169
7.47,221,169
7.54,247,169
7.6,273,169
7.8,273,143
7.87,273,117
8.07,247,117
8.13,221,117
8.2,195,117
8.26,169,117
8.4,169,91
8.47,169,65
8.73,195,65
8.8,221,65
8.99,221,39
9.06,221,13
9.26,247,13
9.33,273,13
9.39,299,13
9.47,325,13
9.66,325,39
9.72,325,65
9.92,351,65
9.99,377,65
10.18,377,39
10.25,377,13
10.45,403,13
10.52,429,13
10.58,455,13
10.65,481,13
10.71,507,13
10.78,533,13
10.91,533,39
10.98,533,65
11.04,533,91
11.11,533,117
11.18,533,143
11.24,533,169
11.31,533,195
11.38,559,221
11.44,585,247
11.77,585,273
12.04,559,273
12.1,533,273
12.17,507,273
12.24,481,273
12.3,455,273
12.37,429,273
12.9,429,299
12.97,429,325
13.3,403,325
13.36,377,325
13.43,351,325
13.5,325,325
13.56,299,325
13.63,273,299
13.7,273,273
13.76,273,247
13.83,273,221
13.96,247,221
14.02,221,221
14.22,221,247
14.29,221,273
14.36,221,299
14.42,221,325
14.49,221,351
14.55,221,377
14.75,195,377
14.82,169,377
15.08,169,403
15.15,169,429
15.42,195,429
15.48,221,429
15.54,247,429
15.61,273,429
15.68,299,429
15.74,325,429
16.01,325,403
16.07,325,377
16.27,351,377
16.34,377,377
16.4,403,377
16.47,429,377
16.53,455,377
16.6,481,377
16.8,481,403
16.87,481,429
17.2,507,429
17.26,533,429
17.33,559,429
17.4,585,403
17.6,585,377
17.66,585,351
17.73,585,325
17.99,611,325
18.06,637,325
18.12,663,325
18.19,689,325
18.45,689,299
18.52,689,273
18.58,689,247
18.65,689,221
18.71,689,195
18.78,689,169
18.91,663,169
18.98,637,169
19.31,637,195

=== Segment 3 Start: 18:32:57 | End: 18:33:04 ===
Time (s),x,y
0.79,52,17
0.86,87,17
0.92,122,17
0.99,157,17
1.06,192,17
1.12,227,17
1.26,227,52
1.32,227,87
1.72,262,87
1.99,227,87
2.12,262,87
2.18,297,87
2.25,332,87
2.32,367,87
2.58,367,52
2.65,367,17
2.85,402,17
2.91,437,17
3.11,437,52
3.17,437,87
3.37,472,87
3.44,507,87
3.64,507,52
3.7,507,17
3.9,542,17
3.97,577,17
4.17,577,52
4.24,577,87
4.3,577,122
4.37,577,157
4.63,542,157
4.7,507,157
4.77,472,157
4.83,437,157
4.9,402,157
4.97,367,157
5.03,332,157
5.1,297,157
5.16,262,157
5.23,227,157
5.56,227,192
5.63,227,227
5.89,192,227
5.96,157,227
6.02,122,227
6.09,87,227
6.29,87,192
6.35,87,157
6.42,87,122
6.49,87,87
6.62,52,87
6.69,17,87
6.88,17,122
6.95,17,157
7.01,17,192
7.08,17,227

=== Segment 4 Start: 18:33:04 | End: 18:33:11 ===
Time (s),x,y
0.07,14,42
0.13,14,70
0.73,42,70
0.79,70,70
1.06,70,42
1.13,70,14
1.32,98,14
1.39,126,14
1.59,126,42
1.65,126,70
1.72,126,98
1.78,126,126
2.05,154,126
2.12,182,126
2.31,182,154
2.38,182,182
2.64,154,182
2.71,126,182
2.78,98,182
2.84,70,182
3.04,70,210
3.11,70,238
3.37,42,238
3.44,14,238
3.64,14,266
3.7,14,294
3.97,42,294
4.03,70,294
4.23,70,322
4.3,70,350
4.37,70,378
4.43,70,406
4.89,70,434
4.96,70,462
5.23,98,462
5.29,126,462
5.49,126,434
5.56,126,406
5.76,154,406
5.82,182,406
6.16,182,378
6.22,182,350
6.29,182,322
6.35,182,294
6.55,154,294
6.62,126,294
6.81,126,266
6.88,126,238
7.15,154,238
7.21,182,238

=== Segment 5 Start: 18:33:11 | End: 18:33:25 ===
Time (s),x,y
0.46,43,14
0.53,72,14
0.8,72,43
0.86,72,72
0.93,72,101
1.0,72,130
1.13,43,130
1.2,14,130
1.46,14,159
1.53,14,188
1.72,43,188
1.79,72,188
1.85,101,188
1.92,130,188
1.98,159,188
2.05,188,188
2.12,217,188
2.18,246,188
2.25,275,188
2.31,304,159
2.38,333,130
2.71,362,130
2.91,362,159
2.98,362,188
3.37,391,188
3.44,420,188
3.77,420,159
3.84,420,130
4.1,449,130
4.17,478,130
4.43,478,101
4.5,478,72
4.7,449,72
4.76,420,72
4.96,420,43
5.03,420,14
5.29,449,14
5.36,478,14
5.42,507,14
5.49,536,14
5.56,565,14
5.62,594,14
5.69,623,14
5.75,652,14
5.82,681,14
5.88,710,14
5.95,739,14
6.02,768,14
6.22,768,43
6.28,739,72
6.55,710,72
6.61,681,72
6.68,652,72
6.81,652,101
6.88,652,130
7.14,681,130
7.21,710,130
7.41,710,159
7.47,710,188
7.67,739,188
7.74,768,188
8.0,768,217
8.07,768,246
8.8,739,246
8.86,710,246
9.19,710,275
9.26,710,304
9.33,710,333
9.39,710,362
9.66,681,362
9.72,652,362
10.05,652,333
10.12,652,304
10.32,623,304
10.38,594,333
10.58,594,362
10.65,594,391
10.72,594,420
10.78,594,449
10.85,594,478
10.98,565,478
11.04,536,478
11.38,536,449
11.44,536,420
11.64,507,420
11.71,478,420
11.77,449,420
11.84,420,420
11.97,420,391
12.04,420,362
12.11,420,333
12.17,420,304
12.31,391,304
12.38,362,304
12.44,333,304
12.5,304,304
12.57,275,304
12.63,246,304
12.83,246,275
12.9,275,246
13.16,304,246
13.23,333,246
13.3,362,246
13.36,391,246
13.43,420,246
13.49,449,246
13.56,478,246
13.83,478,217
13.89,478,188
14.16,507,188
14.23,536,188

=== Segment 6 Start: 18:33:25 | End: 18:33:44 ===
Time (s),x,y
0.06,39,13
0.13,65,13
0.79,65,39
0.85,65,65
0.92,65,91
0.99,65,117
1.12,91,117
1.19,117,117
1.65,117,143
1.71,117,169
1.78,117,195
1.85,117,221
1.91,117,247
1.98,117,273
2.24,143,273
2.31,169,273
2.57,169,299
2.64,169,325
2.84,195,325
2.91,221,325
2.97,247,325
3.04,273,325
3.3,273,299
3.37,273,273
3.43,273,247
3.5,273,221
3.57,273,195
3.63,273,169
3.77,247,169
3.83,221,169
5.09,221,195
5.15,195,221
5.42,169,221
5.68,169,195
5.75,169,169
5.81,169,143
5.88,169,117
6.15,195,117
6.21,221,117
6.28,247,117
6.35,273,117
6.48,273,91
6.54,273,65
6.61,273,39
6.67,273,13
6.87,299,13
6.94,325,13
7.0,351,13
7.07,377,13
7.14,403,13
7.2,429,13
7.4,429,39
7.47,429,65
7.54,429,91
7.6,429,117
7.8,455,117
7.87,481,117
8.26,481,91
8.33,481,65
8.4,481,39
8.46,481,13
8.66,507,13
8.72,533,13
9.05,533,39
9.12,533,65
9.39,559,65
9.45,585,65
9.72,585,91
9.78,559,117
9.85,533,143
10.25,533,169
10.51,559,169
10.58,585,169
10.98,585,195
11.04,585,221
11.37,611,221
11.44,637,221
12.29,637,247
12.36,637,273
12.82,663,273
12.89,689,273
12.95,715,273
13.02,741,273
13.35,741,299
13.41,741,325
13.48,741,351
13.55,741,377
13.61,741,403
13.68,741,429
13.88,715,429
13.94,689,429
14.01,663,429
14.07,637,429
14.34,637,403
14.41,637,377
14.6,663,377
14.67,689,377
14.94,689,351
15.0,689,325
15.2,663,325
15.27,637,325
15.33,611,325
15.4,585,325
15.47,559,325
15.53,533,351
15.73,533,377
15.8,533,403
15.86,507,429
16.13,481,429
16.19,455,429
16.26,429,429
16.46,429,403
16.52,455,377
16.59,481,351
16.99,481,325
17.18,455,325
17.25,429,325
17.52,429,299
17.58,429,273
17.71,403,273
17.78,377,273
18.04,377,299
18.11,377,325
18.24,351,325
18.31,325,299
18.5,325,273

=== Segment 7 Start: 18:33:44 | End: 18:33:56 ===
Time (s),x,y
0.6,49,16
0.66,82,16
0.73,115,16
0.79,148,16
0.99,148,49
1.06,148,82
1.32,181,82
1.39,214,82
1.45,247,82
1.52,280,82
1.78,280,49
1.85,280,16
2.11,313,16
2.18,346,16
2.25,379,16
2.31,412,16
2.38,445,16
2.44,478,16
2.51,511,16
2.58,544,16
2.71,544,49
2.78,544,82
3.04,577,82
3.11,610,82
3.3,610,115
3.37,610,148
3.57,643,148
3.63,676,148
3.83,676,181
3.9,676,214
3.96,676,247
4.03,676,280
4.1,676,313
4.16,676,346
4.23,676,379
4.29,676,412
4.49,643,412
4.56,610,412
4.76,610,379
4.83,610,346
5.09,577,346
5.16,544,346
5.22,511,346
5.29,478,346
5.49,478,313
5.55,478,280
5.62,478,247
5.68,478,214
5.75,478,181
5.82,478,148
5.88,478,115
5.95,445,82
6.08,412,82
6.41,412,115
6.48,412,148
6.54,412,181
6.61,412,214
6.67,412,247
6.74,412,280
6.81,412,313
6.87,412,346
7.14,379,346
7.21,346,313
7.47,346,280
7.54,346,247
7.6,346,214
7.8,313,214
