=== Segment 1 Start: 18:37:38 | End: 18:37:48 ===
Time (s),x,y
1.21,20,60
1.27,20,100
1.67,60,100
1.74,100,100
2.07,100,140
2.13,100,180
2.79,60,180
2.86,20,180
4.52,20,220
4.59,20,260
4.66,20,300
4.72,20,340
5.05,60,340
5.12,100,340
5.45,100,380
5.51,100,420
5.78,140,420
5.85,180,420
6.11,180,380
6.18,180,340
6.24,180,300
6.31,180,260
6.38,180,220
6.44,180,180
6.51,180,140
6.57,180,100
6.91,220,100
6.97,260,100
7.04,300,100
7.11,340,100
7.17,380,100
7.24,420,100
7.5,420,60
7.57,420,20
7.83,460,20
8.43,500,20
8.96,500,60
9.02,500,100
9.35,540,100
9.42,580,100
9.95,580,140
10.01,580,180

=== Segment 2 Start: 18:37:48 | End: 18:37:57 ===
Time (s),x,y
0.86,580,220
0.93,580,260
1.26,540,260
1.32,500,260
1.52,500,300
1.59,500,340
1.85,540,340
1.92,580,340
2.32,580,380
2.38,580,420
2.98,620,420
3.04,660,420
3.31,660,380
3.37,660,340
3.44,660,300
3.5,660,260
3.84,700,260
3.9,740,260
4.3,740,300
4.37,740,340
4.43,740,380
4.5,740,420
4.57,740,460
4.63,740,500
5.03,700,500
5.1,660,500
5.16,620,500
5.23,580,500
5.69,580,540
5.76,580,580
6.22,540,580
6.29,500,580
6.62,500,540
6.69,500,500
6.75,500,460
6.82,500,420
7.08,460,420
7.15,420,420
7.48,420,380
7.55,420,340
7.61,420,300
7.68,420,260
8.01,380,260
8.07,340,260
8.14,300,260
8.2,260,260
8.6,260,300
8.67,260,340
9.0,300,340
9.06,340,340
9.46,340,380
9.53,340,420

=== Segment 3 Start: 18:37:57 | End: 18:38:09 ===
Time (s),x,y
0.07,340,460
0.79,340,420
0.86,340,380
0.92,340,340
1.32,300,340
1.39,260,340
1.79,260,300
1.85,260,260
1.92,260,220
2.38,260,260
2.45,260,300
2.85,260,260
2.91,260,220
2.98,260,180
3.11,300,180
3.18,340,180
3.71,300,180
3.77,260,180
4.23,260,220
4.3,260,260
4.37,260,300
4.43,260,340
4.57,300,340
4.63,340,340
6.35,300,340
6.42,260,340
7.02,260,300
7.08,260,260
7.15,260,220
7.22,260,180
7.41,300,180
7.48,340,180
7.88,300,180
7.94,260,180
8.61,260,220
8.67,260,260
8.74,260,300
8.8,260,340
8.93,300,340
9.0,340,340
9.4,300,340
9.46,260,340
10.32,260,300
10.39,260,260
10.52,300,260
10.78,340,260
10.85,380,260
10.92,420,260
11.45,420,300

=== Segment 4 Start: 18:38:09 | End: 18:38:25 ===
Time (s),x,y
0.06,420,340
0.59,420,300
0.66,420,260
0.86,380,260
0.93,340,260
0.99,300,260
1.06,260,260
3.24,300,260
3.31,340,260
3.37,380,260
3.44,420,260
3.77,420,300
3.84,420,340
3.9,420,380
3.97,420,420
4.17,460,420
4.24,500,420
4.57,500,460
4.63,500,500
4.7,500,540
4.76,500,580
5.03,540,580
5.1,580,580
5.16,620,580
5.23,660,580
5.82,620,580
5.89,580,580
5.96,540,580
6.02,500,580
6.22,500,540
7.61,500,580
7.74,540,580
7.94,580,580
8.0,620,580
8.66,580,580
8.93,580,540
9.0,580,500
9.33,620,500
9.39,660,500
9.46,700,500
9.53,740,500
9.85,740,460
9.92,740,420
9.99,740,380
10.06,740,340
10.12,740,300
10.19,740,260
10.26,740,220
10.59,700,260
10.65,660,300
11.05,660,340
11.12,660,380
11.18,660,420
11.71,620,420
11.78,580,420
12.11,580,380
12.44,580,340
12.77,540,340
12.84,500,340
13.7,500,300
13.76,500,260
14.1,540,260
14.16,580,260
14.43,580,220
14.49,580,180
14.56,580,140
14.63,580,100
14.89,540,100
14.96,500,100
15.22,500,60
15.29,500,20
15.62,460,20
15.69,420,60
15.75,380,100
16.15,340,100

=== Segment 5 Start: 18:38:25 | End: 18:38:26 ===
Time (s),x,y
0.2,300,100
0.86,260,100
0.93,220,100
0.99,180,100
1.19,180,140
1.26,180,180
1.32,180,220
1.39,180,260
1.45,180,300
1.52,180,340

=== Segment 6 Start: 18:38:26 | End: 18:38:44 ===
Time (s),x,y
0.06,180,380
0.13,180,420
1.13,180,380
1.19,180,340
1.26,180,300
1.32,180,260
1.39,180,220
1.46,180,180
1.52,180,140
1.59,180,100
1.79,220,100
1.85,260,100
1.92,300,100
1.98,340,100
2.05,380,100
2.12,420,100
2.25,420,60
2.31,420,20
2.58,460,20
2.65,500,20
2.98,500,60
3.04,500,100
3.37,540,100
3.44,580,100
3.77,540,100
3.84,500,100
4.23,540,100
4.3,580,100
4.7,580,140
4.76,580,180
4.83,580,220
4.9,580,260
5.36,540,260
5.43,500,260
7.34,500,300
7.41,500,340
7.74,540,340
7.81,580,340
8.14,580,380
8.21,580,420
8.27,620,420
8.34,660,420
8.54,660,380
8.6,660,340
8.67,660,300
8.74,660,260
8.94,700,260
9.0,740,260
9.33,740,300
9.4,740,340
9.46,740,380
9.53,740,420
9.6,740,460
9.66,740,500
10.06,700,500
10.12,660,500
10.19,620,500
10.26,580,500
10.66,580,540
10.72,580,580
11.12,540,580
11.18,500,580
11.52,500,540
11.58,500,500
11.65,500,460
11.71,500,420
11.85,460,420
11.91,420,420
12.24,420,380
12.31,420,340
13.04,420,300
13.1,420,260
13.43,380,260
13.5,340,260
13.57,300,260
13.63,260,260
13.83,260,300
13.9,260,340
14.16,300,340
14.23,340,340
14.49,340,380
14.56,340,420
14.63,340,460
14.69,340,500
15.02,300,500
15.09,260,500
15.49,260,540
15.55,260,580
16.02,220,580
16.08,180,580
16.35,180,540
16.42,180,500
16.68,140,500
16.75,100,500
17.02,100,540
17.08,100,580
17.54,60,580
17.61,20,580
17.81,20,540

=== Segment 7 Start: 18:38:44 | End: 18:38:46 ===
Time (s),x,y
0.07,20,500
0.13,20,460
0.53,20,500
0.6,20,540
0.66,20,580
0.99,60,580
1.06,100,580
1.26,100,540
1.32,100,500
1.59,140,500
1.65,180,500

=== Segment 8 Start: 18:38:46 | End: 18:39:01 ===
Time (s),x,y
0.27,180,540
0.33,180,580
0.93,220,580
0.99,260,580
1.06,300,580
1.99,260,580
2.18,260,540
2.25,260,500
2.78,300,500
2.85,340,500
3.18,340,460
3.24,340,420
3.31,340,380
3.37,340,340
3.57,300,340
3.64,260,340
3.97,260,300
4.03,300,260
4.23,340,260
4.3,380,260
4.37,420,260
4.76,420,300
4.83,420,340
4.89,420,380
4.96,420,420
5.09,460,420
5.16,500,420
5.49,500,460
5.55,500,500
5.62,500,540
5.69,500,580
5.82,540,580
5.89,580,580
6.08,580,540
6.15,580,500
6.61,620,500
6.68,660,500
6.75,700,500
6.81,740,500
7.14,740,460
7.21,740,420
7.27,740,380
7.34,740,340
7.41,740,300
7.47,740,260
7.54,740,220
7.74,700,260
7.8,660,300
8.33,660,340
8.4,660,380
8.46,660,420
8.73,620,420
8.79,580,420
8.99,580,380
9.06,580,340
9.26,540,340
9.32,500,340
10.05,500,300
10.12,500,260
10.51,540,260
10.58,580,260
10.91,580,220
10.97,580,180
11.04,580,140
11.11,580,100
11.31,540,100
11.37,500,100
11.64,500,60
11.71,500,20
12.04,460,20
12.1,420,20
12.37,420,60
12.44,420,100
12.7,380,100
12.77,340,100
12.83,300,100
12.9,260,100
12.96,220,100
13.03,180,100
13.23,180,140
13.3,180,180
13.36,180,220
13.43,180,260
13.49,180,300
13.56,180,340
13.63,180,380
13.69,180,420
