Segment Start,Segment End,Time,x,y
06:31:21,06:31:55,29.32,20,60
06:31:21,06:31:55,29.39,20,100
06:31:21,06:31:55,29.46,20,140
06:31:21,06:31:55,29.52,20,180
06:31:21,06:31:55,29.85,60,180
06:31:21,06:31:55,29.92,100,180
06:31:21,06:31:55,29.99,140,180
06:31:21,06:31:55,30.05,180,180
06:31:21,06:31:55,30.52,180,140
06:31:21,06:31:55,30.58,180,100
06:31:21,06:31:55,30.65,180,60
06:31:21,06:31:55,31.31,180,20
06:31:21,06:31:55,31.64,220,20
06:31:21,06:31:55,31.71,260,20
06:31:21,06:31:55,31.77,300,20
06:31:21,06:31:55,31.84,340,20
06:31:21,06:31:55,31.9,380,20
06:31:21,06:31:55,31.97,420,20
06:31:21,06:31:55,32.04,460,20
06:31:21,06:31:55,32.1,500,20
06:31:21,06:31:55,32.37,500,60
06:31:21,06:31:55,32.43,500,100
06:31:21,06:31:55,32.57,540,100
06:31:21,06:31:55,32.63,580,100
06:31:21,06:31:55,33.03,580,60
06:31:21,06:31:55,33.1,580,20
06:31:21,06:31:55,33.23,620,20
06:31:21,06:31:55,33.29,660,20
06:31:21,06:31:55,33.62,660,60
06:31:21,06:31:55,33.69,660,100
06:31:21,06:31:55,33.82,700,100
06:31:21,06:31:55,33.89,740,100
06:31:21,06:31:55,34.22,740,140
06:31:21,06:31:55,34.29,740,180
06:31:21,06:31:55,34.35,740,220
06:31:21,06:31:55,34.42,740,260
06:31:21,06:31:55,34.48,740,300
06:31:21,06:31:55,34.81,740,340
06:31:55,06:31:58,0.07,740,380
06:31:55,06:31:58,0.99,740,340
06:31:55,06:31:58,1.06,740,300
06:31:55,06:31:58,1.12,740,260
06:31:55,06:31:58,1.19,740,220
06:31:55,06:31:58,1.25,740,180
06:31:55,06:31:58,1.32,740,140
06:31:55,06:31:58,1.39,740,100
06:31:55,06:31:58,1.78,700,100
06:31:55,06:31:58,1.85,660,100
06:31:55,06:31:58,2.05,660,60
06:31:55,06:31:58,2.12,660,20
06:31:55,06:31:58,2.31,620,20
06:31:55,06:31:58,2.38,580,20
06:31:55,06:31:58,2.58,580,60
06:31:55,06:31:58,2.64,580,100
06:31:58,06:32:06,6.81,540,100
06:31:58,06:32:06,6.87,500,100
06:31:58,06:32:06,7.21,500,60
06:31:58,06:32:06,7.27,500,20
06:31:58,06:32:06,7.54,460,20
06:31:58,06:32:06,7.6,420,20
06:31:58,06:32:06,7.67,380,20
06:31:58,06:32:06,7.74,340,20
06:31:58,06:32:06,7.8,300,20
06:32:06,06:32:10,0.07,260,20
06:32:06,06:32:10,0.13,220,20
06:32:06,06:32:10,0.6,260,20
06:32:06,06:32:10,0.66,300,20
06:32:06,06:32:10,0.73,340,20
06:32:06,06:32:10,0.79,380,20
06:32:06,06:32:10,0.86,420,20
06:32:06,06:32:10,0.92,460,20
06:32:06,06:32:10,0.99,500,20
06:32:06,06:32:10,1.19,500,60
06:32:06,06:32:10,1.26,500,100
06:32:06,06:32:10,1.52,540,100
06:32:06,06:32:10,1.59,580,100
06:32:06,06:32:10,1.86,580,60
06:32:06,06:32:10,1.92,580,20
06:32:06,06:32:10,2.12,620,20
06:32:06,06:32:10,2.19,660,20
06:32:06,06:32:10,2.45,660,60
06:32:06,06:32:10,2.52,660,100
06:32:06,06:32:10,2.58,700,100
06:32:06,06:32:10,2.65,740,100
06:32:06,06:32:10,3.05,740,140
06:32:06,06:32:10,3.11,740,180
06:32:06,06:32:10,3.18,740,220
06:32:06,06:32:10,3.24,740,260
06:32:06,06:32:10,3.31,740,300
06:32:06,06:32:10,3.38,740,340
06:32:06,06:32:10,3.44,740,380
06:32:06,06:32:10,3.51,740,420
06:32:06,06:32:10,3.64,700,420
06:32:06,06:32:10,3.71,660,420
06:32:06,06:32:10,3.84,660,460
06:32:10,06:32:14,0.07,660,500
06:32:10,06:32:14,0.4,700,500
06:32:10,06:32:14,0.46,740,500
06:32:10,06:32:14,0.8,740,540
06:32:10,06:32:14,0.86,740,580
06:32:10,06:32:14,1.19,700,580
06:32:10,06:32:14,1.26,660,580
06:32:10,06:32:14,1.33,620,580
06:32:10,06:32:14,1.39,580,580
06:32:10,06:32:14,1.66,580,540
06:32:10,06:32:14,1.72,580,500
06:32:10,06:32:14,1.85,540,500
06:32:10,06:32:14,1.92,500,500
06:32:10,06:32:14,2.18,500,540
06:32:10,06:32:14,2.25,500,580
06:32:10,06:32:14,2.45,460,580
06:32:10,06:32:14,2.51,420,580
06:32:10,06:32:14,2.58,380,580
06:32:10,06:32:14,2.65,340,580
06:32:10,06:32:14,2.91,340,540
06:32:10,06:32:14,2.98,340,500
06:32:10,06:32:14,3.05,340,460
06:32:10,06:32:14,3.11,340,420
06:32:10,06:32:14,3.24,380,420
06:32:10,06:32:14,3.31,420,420
06:32:10,06:32:14,3.57,420,380
06:32:10,06:32:14,3.64,420,340
06:32:10,06:32:14,3.77,380,340
06:32:10,06:32:14,3.84,340,340
06:32:10,06:32:14,3.9,300,340
06:32:10,06:32:14,3.97,260,340
06:32:10,06:32:14,4.17,260,300
06:32:10,06:32:14,4.24,260,260
06:32:10,06:32:14,4.37,220,260
06:32:10,06:32:14,4.43,180,260
06:32:10,06:32:14,4.63,180,300
06:32:14,06:32:17,0.07,180,340
06:32:14,06:32:17,0.53,180,300
06:32:14,06:32:17,0.6,180,260
06:32:14,06:32:17,0.86,220,260
06:32:14,06:32:17,0.93,260,260
06:32:14,06:32:17,1.0,300,260
06:32:14,06:32:17,1.05,340,260
06:32:14,06:32:17,1.12,380,260
06:32:14,06:32:17,1.19,420,260
06:32:14,06:32:17,1.26,460,260
06:32:14,06:32:17,1.32,500,260
06:32:14,06:32:17,1.52,500,220
06:32:14,06:32:17,1.59,500,180
06:32:14,06:32:17,1.72,460,180
06:32:14,06:32:17,1.79,420,180
06:32:14,06:32:17,1.85,380,180
06:32:14,06:32:17,1.92,340,180
06:32:14,06:32:17,2.18,340,140
06:32:14,06:32:17,2.25,340,100
06:32:14,06:32:17,2.45,300,100
06:32:17,06:32:34,0.07,260,100
06:32:17,06:32:34,0.33,300,100
06:32:17,06:32:34,0.4,340,100
06:32:17,06:32:34,0.46,380,100
06:32:17,06:32:34,0.53,420,100
06:32:17,06:32:34,0.93,380,100
06:32:17,06:32:34,0.99,340,100
06:32:17,06:32:34,1.32,340,140
06:32:17,06:32:34,1.39,340,180
06:32:17,06:32:34,1.52,380,180
06:32:17,06:32:34,1.59,420,180
06:32:17,06:32:34,1.65,460,180
06:32:17,06:32:34,1.72,500,180
06:32:17,06:32:34,1.79,540,180
06:32:17,06:32:34,1.85,580,180
06:32:17,06:32:34,1.92,580,220
06:32:17,06:32:34,1.99,580,260
06:32:17,06:32:34,2.58,620,260
06:32:17,06:32:34,2.65,660,260
06:32:17,06:32:34,2.92,660,300
06:32:17,06:32:34,2.98,660,340
06:32:17,06:32:34,3.38,660,300
06:32:17,06:32:34,3.44,660,260
06:32:17,06:32:34,3.51,660,220
06:32:17,06:32:34,4.5,660,260
06:32:17,06:32:34,4.57,660,300
06:32:17,06:32:34,5.36,660,260
06:32:17,06:32:34,5.43,660,220
06:32:17,06:32:34,6.89,660,260
06:32:17,06:32:34,7.42,620,260
06:32:17,06:32:34,7.48,580,260
06:32:17,06:32:34,7.81,580,220
06:32:17,06:32:34,7.88,580,180
06:32:17,06:32:34,8.08,540,180
06:32:17,06:32:34,8.15,500,180
06:32:17,06:32:34,8.21,460,180
06:32:17,06:32:34,8.74,500,180
06:32:17,06:32:34,8.81,540,180
06:32:17,06:32:34,9.27,500,180
06:32:17,06:32:34,9.34,460,180
06:32:17,06:32:34,9.67,500,180
06:32:17,06:32:34,9.73,540,180
06:32:17,06:32:34,10.4,500,180
06:32:17,06:32:34,10.86,500,220
06:32:17,06:32:34,10.93,500,260
06:32:17,06:32:34,11.19,460,260
06:32:17,06:32:34,11.26,420,260
06:32:17,06:32:34,11.32,380,260
06:32:17,06:32:34,11.39,340,260
06:32:17,06:32:34,11.46,300,260
06:32:17,06:32:34,11.52,260,260
06:32:17,06:32:34,11.59,220,260
06:32:17,06:32:34,11.66,180,260
06:32:17,06:32:34,12.32,180,300
06:32:17,06:32:34,12.38,180,340
06:32:17,06:32:34,12.65,140,340
06:32:17,06:32:34,12.71,100,340
06:32:17,06:32:34,12.98,100,300
06:32:17,06:32:34,13.05,100,260
06:32:17,06:32:34,13.31,60,260
06:32:17,06:32:34,13.37,20,260
06:32:17,06:32:34,13.64,20,300
06:32:17,06:32:34,13.71,20,340
06:32:17,06:32:34,13.77,20,380
06:32:17,06:32:34,14.3,20,420
06:32:17,06:32:34,14.63,60,420
06:32:17,06:32:34,14.7,100,420
06:32:17,06:32:34,14.96,140,420
06:32:17,06:32:34,15.03,180,420
06:32:17,06:32:34,15.36,180,460
06:32:17,06:32:34,15.42,180,500
06:32:17,06:32:34,15.95,140,500
06:32:17,06:32:34,16.02,100,500
06:32:17,06:32:34,16.35,60,500
06:32:17,06:32:34,16.68,20,500
06:32:17,06:32:34,17.08,20,540
06:32:17,06:32:34,17.15,20,580
06:32:17,06:32:34,17.48,60,580
