Segment Start,Segment End,Time,x,y
06:32:34,06:32:47,0.46,100,580
06:32:34,06:32:47,0.53,140,580
06:32:34,06:32:47,0.6,180,580
06:32:34,06:32:47,0.66,220,580
06:32:34,06:32:47,0.73,260,580
06:32:34,06:32:47,1.26,220,580
06:32:34,06:32:47,1.33,180,580
06:32:34,06:32:47,1.39,140,580
06:32:34,06:32:47,1.46,100,580
06:32:34,06:32:47,1.52,60,580
06:32:34,06:32:47,1.59,20,580
06:32:34,06:32:47,1.86,20,540
06:32:34,06:32:47,1.92,20,500
06:32:34,06:32:47,2.12,60,500
06:32:34,06:32:47,2.18,100,500
06:32:34,06:32:47,2.25,140,500
06:32:34,06:32:47,2.32,180,500
06:32:34,06:32:47,2.52,180,460
06:32:34,06:32:47,2.59,180,420
06:32:34,06:32:47,2.71,140,420
06:32:34,06:32:47,2.78,100,420
06:32:34,06:32:47,2.85,60,420
06:32:34,06:32:47,2.91,20,420
06:32:34,06:32:47,3.25,20,380
06:32:34,06:32:47,3.31,20,340
06:32:34,06:32:47,3.38,20,300
06:32:34,06:32:47,3.44,20,260
06:32:34,06:32:47,3.58,60,260
06:32:34,06:32:47,3.64,100,260
06:32:34,06:32:47,3.84,100,300
06:32:34,06:32:47,3.91,100,340
06:32:34,06:32:47,4.04,140,340
06:32:34,06:32:47,4.11,180,340
06:32:34,06:32:47,4.37,180,300
06:32:34,06:32:47,4.44,180,260
06:32:34,06:32:47,4.57,220,260
06:32:34,06:32:47,4.64,260,260
06:32:34,06:32:47,4.7,300,260
06:32:34,06:32:47,4.77,340,260
06:32:34,06:32:47,5.96,300,260
06:32:34,06:32:47,6.03,260,260
06:32:34,06:32:47,6.09,220,260
06:32:34,06:32:47,7.35,260,260
06:32:34,06:32:47,7.81,260,300
06:32:34,06:32:47,7.88,260,340
06:32:34,06:32:47,8.08,300,340
06:32:34,06:32:47,8.15,340,340
06:32:34,06:32:47,8.21,380,340
06:32:34,06:32:47,8.28,420,340
06:32:34,06:32:47,8.54,420,380
06:32:34,06:32:47,8.61,420,420
06:32:34,06:32:47,8.68,420,460
06:32:34,06:32:47,8.74,420,500
06:32:34,06:32:47,9.14,420,460
06:32:34,06:32:47,9.21,420,420
06:32:34,06:32:47,9.54,380,420
06:32:34,06:32:47,9.61,340,420
06:32:34,06:32:47,9.94,340,460
06:32:34,06:32:47,10.0,340,500
06:32:34,06:32:47,10.07,340,540
06:32:34,06:32:47,10.13,340,580
06:32:34,06:32:47,10.4,380,580
06:32:34,06:32:47,10.46,420,580
06:32:34,06:32:47,10.53,460,580
06:32:34,06:32:47,10.59,500,580
06:32:34,06:32:47,10.86,500,540
06:32:34,06:32:47,10.93,500,500
06:32:34,06:32:47,11.06,540,500
06:32:34,06:32:47,11.13,580,500
06:32:34,06:32:47,11.39,580,540
06:32:34,06:32:47,11.46,580,580
06:32:34,06:32:47,11.59,620,580
06:32:34,06:32:47,11.66,660,580
06:32:34,06:32:47,11.72,700,580
06:32:34,06:32:47,11.79,740,580
06:32:34,06:32:47,12.06,740,540
06:32:34,06:32:47,12.12,740,500
06:32:34,06:32:47,12.26,700,500
06:32:34,06:32:47,12.32,660,500
06:32:34,06:32:47,12.45,660,460
06:32:34,06:32:47,12.52,660,420
06:32:34,06:32:47,12.72,700,420
06:32:47,06:32:48,0.07,740,420
06:32:47,06:32:48,0.66,700,420
06:32:47,06:32:48,0.73,660,420
06:32:47,06:32:48,0.93,660,460
