=== Segment 1 Start: 14:00:16 | End: 14:00:22 ===
Time (s),x,y
2.86,39,13
2.92,65,13
2.99,91,13
3.05,117,13
3.12,143,13
3.18,169,13
3.45,169,39
3.51,169,65
3.58,169,91
3.65,169,117
3.71,169,143
3.78,169,169
4.11,143,169
4.17,117,169
4.44,117,195
4.5,117,221
4.77,91,221
4.84,65,221
5.3,65,247
5.36,65,273
5.43,65,299
5.49,65,325
5.76,91,325

=== Segment 2 Start: 14:00:22 | End: 14:00:48 ===
Time (s),x,y
0.07,117,325
0.13,143,325
0.2,169,325
0.79,143,325
0.86,117,325
0.93,91,325
0.99,65,325
3.5,91,325
3.57,117,325
3.64,143,325
3.7,169,325
4.5,169,351
4.56,169,377
4.76,195,377
4.83,221,377
4.89,247,377
4.96,273,377
5.03,299,377
5.09,325,377
5.82,325,403
5.89,325,429
7.15,351,429
7.21,377,429
7.28,403,429
7.34,429,429
8.34,429,403
8.4,429,377
8.47,429,351
8.54,429,325
9.99,455,325
10.06,481,325
10.12,507,325
10.19,533,325
10.25,559,325
11.58,585,325
12.57,585,351
12.63,585,377
12.7,585,403
12.77,585,429
13.03,611,429
13.09,637,429
13.16,663,429
13.23,689,429
13.49,689,455
13.56,689,481
13.82,715,481
13.89,741,481
14.15,741,455
14.22,741,429
14.29,741,403
14.35,741,377
14.55,715,377
14.62,689,377
14.68,663,377
14.75,637,377
14.95,637,351
15.01,637,325
15.81,663,325
15.87,689,325
15.94,715,325
16.0,741,325
16.2,741,299
16.27,741,273
16.34,741,247
16.4,741,221
16.73,715,221
16.8,689,221
17.33,689,247
17.4,689,273
18.72,663,273
18.78,637,273
18.85,611,273
18.92,585,273
18.98,559,273
19.05,533,273
19.38,533,247
19.44,533,221
20.5,559,221
20.57,585,221
20.63,611,221
20.7,637,221
20.9,637,195
20.96,637,169
21.03,637,143
21.1,637,117
21.36,663,117
21.42,689,117
21.49,715,117
21.56,741,117
22.09,741,91
22.15,741,65
22.22,741,39
22.29,741,13
22.62,715,13
