=== Segment 1 Start: 20:02:25 | End: 20:02:36 ===
Time (s),x,y
1.27,60,20
1.34,100,20
1.4,140,20
1.47,180,20
1.87,220,20
1.93,260,20
2.26,260,60
2.33,260,100
2.39,260,140
2.46,260,180
2.66,220,180
2.72,180,180
2.92,180,140
2.99,180,100
3.12,140,100
3.19,100,100
3.25,60,100
3.32,20,100
3.45,20,140
3.52,20,180
3.72,60,180
3.78,100,180
3.92,100,220
3.98,100,260
4.12,140,260
4.18,180,260
4.25,220,260
4.31,260,260
4.38,300,260
4.44,340,260
4.58,340,300
4.64,340,340
4.71,340,380
4.78,340,420
4.91,380,420
4.97,420,420
5.17,420,460
5.24,420,500
5.37,460,500
5.44,500,500
5.7,500,460
5.77,500,420
5.83,500,380
5.9,500,340
6.1,540,340
6.16,580,340
6.29,580,300
6.36,580,260
6.43,580,220
6.49,580,180
6.69,540,180
6.76,500,180
6.82,500,140
6.89,500,100
7.15,540,100
7.22,580,100
7.29,620,100
7.55,660,60
7.62,700,20
7.68,740,20
8.08,740,60
8.15,740,100
8.21,740,140
8.28,740,180
8.34,740,220
8.41,740,260
8.54,700,260
8.61,660,260
8.81,660,300
8.87,660,340
8.94,660,380
9.0,660,420
9.07,660,460
9.14,660,500
9.86,620,500
9.93,580,500
10.13,580,540
10.2,580,580
10.33,620,580

=== Segment 2 Start: 20:02:36 | End: 20:02:44 ===
Time (s),x,y
0.07,660,580
0.13,700,580
0.73,660,580
0.79,620,580
0.86,580,580
0.92,580,540
0.99,580,500
1.06,580,460
1.32,580,500
1.39,580,540
1.45,620,580
1.52,660,580
1.59,700,580
1.65,740,540
1.72,740,500
2.05,740,540
2.38,700,580
2.71,660,580
2.77,620,580
2.97,580,580
3.04,540,580
3.11,500,580
3.44,540,580
3.64,580,580
4.04,580,540
4.3,580,500
4.76,620,500
5.16,660,500
5.42,660,460
5.49,660,420
5.55,660,380
5.62,660,340
5.69,660,300
5.75,700,260
5.82,740,260
6.15,740,220
6.22,740,180
6.29,740,140
6.35,740,100
6.41,740,60
6.48,740,20
7.08,700,20
7.34,660,20
7.61,660,60
7.94,660,100

=== Segment 3 Start: 20:02:44 | End: 20:02:57 ===
Time (s),x,y
1.39,660,60
1.45,660,20
1.72,620,20
1.78,580,20
2.51,620,20
2.58,660,20
2.84,660,60
2.91,660,100
3.31,620,100
3.37,580,100
3.44,540,100
3.5,500,100
3.64,500,140
3.7,500,180
3.83,540,180
3.9,580,180
4.1,580,220
4.16,580,260
4.23,580,300
4.3,540,340
4.36,500,340
4.63,500,380
5.02,500,420
5.09,500,460
5.16,500,500
5.35,460,500
5.42,420,500
7.34,460,500
7.4,500,500
7.54,500,460
7.6,500,420
7.67,500,380
7.73,500,340
7.87,540,340
7.93,580,340
8.07,580,300
8.13,580,260
8.2,580,220
8.26,580,180
8.4,540,180
8.46,500,180
8.6,500,140
8.66,500,100
8.79,540,100
8.86,580,100
8.92,620,100
8.99,660,100
9.06,660,60
9.12,660,20
9.32,700,20
9.39,740,20
9.59,740,60
9.65,740,100
9.72,740,140
9.78,740,180
9.85,740,220
9.92,740,260
10.11,700,260
10.18,660,260
10.31,660,300
10.38,660,340
10.44,660,380
10.51,660,420
10.58,660,460
10.64,660,500
11.17,620,500
11.24,580,500
11.37,580,540
11.43,580,580
11.7,540,580
11.77,500,580
11.83,460,580
11.9,420,580
11.96,380,580
12.03,340,580
12.62,340,540
12.69,340,500
12.89,300,500
13.08,260,500
13.15,220,500
13.22,180,500
13.28,140,500
13.35,100,500
13.48,100,540
13.55,100,580
13.75,140,580
13.81,180,580
13.88,220,580
13.94,260,580

=== Segment 4 Start: 20:02:57 | End: 20:03:06 ===
Time (s),x,y
0.86,220,580
0.92,180,580
0.99,140,580
1.06,100,580
1.12,100,540
1.19,100,500
1.52,140,500
1.59,180,500
1.65,220,500
1.72,260,500
1.79,300,500
1.85,340,500
2.38,340,540
2.58,340,580
2.85,380,580
2.91,420,580
3.11,460,580
3.31,500,580
3.44,540,580
3.5,580,580
3.64,620,580
3.97,580,580
4.23,580,540
4.3,580,500
4.43,620,500
4.5,660,500
4.76,660,460
4.83,660,420
4.89,660,380
4.96,660,340
5.02,660,300
5.09,660,260
5.22,700,260
5.29,740,260
5.56,740,220
5.62,740,180
5.69,740,140
5.75,740,100
5.82,740,60
5.88,740,20
6.02,700,20
6.08,660,20
6.15,620,20
6.48,660,20
6.75,660,60
6.81,660,100
7.01,620,100
7.08,580,100
7.21,540,100
7.41,500,100
7.61,500,140
7.67,500,180
8.07,540,180

=== Segment 5 Start: 20:03:06 | End: 20:03:07 ===
Time (s),x,y
0.53,580,180
0.73,580,220
0.79,580,260
0.99,580,300
1.19,580,340
1.39,540,340
1.45,500,340
1.79,500,380

=== Segment 6 Start: 20:03:07 | End: 20:03:14 ===
Time (s),x,y
0.07,500,420
0.59,500,460
0.66,500,500
1.46,500,460
1.52,500,420
1.59,500,380
1.72,500,340
1.85,540,340
1.92,580,340
2.12,580,300
2.18,580,260
2.25,580,220
2.31,580,180
2.38,540,180
2.45,500,180
2.58,500,140
2.65,500,100
2.84,540,100
2.91,580,100
2.97,620,100
3.04,660,60
3.11,660,20
3.37,700,20
3.44,740,20
3.63,740,60
3.7,740,100
3.77,740,140
3.83,740,180
3.9,740,220
3.96,740,260
4.1,700,260
4.16,660,260
4.3,660,300
4.36,660,340
4.43,660,380
4.49,660,420
4.89,660,460
4.96,660,500
5.22,620,500
5.29,580,500
5.36,580,540
5.42,580,580
5.62,540,580
5.69,500,580
5.75,460,580
5.82,420,580
5.88,380,580
5.95,340,580
6.08,340,540
6.15,300,500
6.21,260,500
6.28,220,500

