=== Segment 1 Start: 15:04:25 | End: 15:04:53 ===
Time (s),x,y
3.51,15,46
3.58,15,77
3.91,46,77
3.98,77,77
4.31,77,108
4.37,77,139
4.44,77,170
4.5,77,201
4.57,77,232
4.64,77,263
4.97,46,263
5.03,15,263
5.49,15,294
5.56,15,325
5.83,46,325
6.23,77,325
6.29,108,325
6.36,139,325
6.42,170,325
6.49,201,325
6.55,232,325
6.62,263,325
6.82,263,356
6.88,263,387
8.01,294,387
8.07,325,387
8.34,325,356
8.41,325,325
8.73,356,325
8.8,387,325
8.87,418,325
8.93,449,325
9.2,449,294
9.26,449,263
9.53,418,263
9.59,387,263
9.79,387,232
9.86,387,201
10.85,418,201
10.92,449,201
11.25,449,170
11.32,449,139
11.84,418,139
11.91,387,139
11.98,356,139
12.04,325,139
12.31,325,170
12.37,325,201
12.44,325,232
12.51,325,263
12.77,294,263
12.84,263,263
12.9,232,263
12.97,201,263
13.04,170,263
13.1,139,263
13.43,139,232
13.5,139,201
13.56,139,170
13.63,139,139
13.7,139,108
13.76,139,77
13.83,139,46
13.89,139,15
14.22,170,15
14.29,201,15
14.56,201,46
14.62,201,77
14.69,201,108
14.76,201,139
14.95,232,139
15.02,263,139
15.75,263,108
15.81,263,77
15.88,263,46
15.94,263,15
16.27,294,15
16.34,325,15
17.0,325,46
17.07,325,77
17.53,356,77
17.6,387,77
17.66,418,77
17.73,449,77
17.79,480,77
17.86,511,77
17.93,542,77
17.99,573,77
18.39,573,108
18.46,573,139
19.98,542,139
20.04,511,139
20.64,511,170
20.71,511,201
20.77,511,232
20.84,511,263
20.91,511,294
20.97,511,325
21.04,511,356
21.1,511,387
21.43,480,387
21.5,449,387
21.96,449,418
22.03,449,449
22.09,449,480
22.16,449,511
22.49,418,511
22.56,387,511
22.96,387,480
23.02,387,449
23.09,387,418
23.48,387,449
23.55,387,480
24.14,387,449
24.21,387,418
24.94,387,449
25.4,356,449
25.46,325,449
25.53,294,449
25.6,263,449
25.66,232,449
25.73,201,449
25.8,170,449
25.86,139,449
25.93,108,449
25.99,77,449
26.26,77,418
26.32,77,387
26.59,46,387
26.65,15,387
26.98,15,418
27.05,15,449
27.12,15,480
27.18,15,511
27.25,15,542
27.32,15,573
27.58,46,573
27.65,77,573
27.71,108,573
27.78,139,573
27.85,170,573
27.91,201,573
28.11,201,542
28.18,201,511
28.44,232,511
28.51,263,511

=== Segment 2 Start: 15:04:53 | End: 15:05:15 ===
Time (s),x,y
0.07,49,16
0.13,82,16
1.72,115,16
1.79,148,16
2.05,148,49
2.12,148,82
