=== Segment 1 Start: 15:04:54 | End: 15:04:58 ===
Time (s),x,y
3.05,60,20
3.11,100,20
3.18,140,20
3.24,180,20

=== Segment 2 Start: 15:04:58 | End: 15:05:13 ===
Time (s),x,y
1.39,220,20
1.45,260,20
1.52,300,20
1.59,340,20
2.25,340,60
2.64,340,100
3.04,300,100
3.11,260,100
3.37,260,140
3.44,260,180
3.77,300,180
3.84,340,180
4.3,340,220
4.36,340,260
4.83,380,260
4.89,420,260
6.08,420,300
6.15,420,340
6.21,420,380
6.28,420,420
6.74,380,420
6.81,340,420
7.54,340,460
7.61,340,500
7.87,340,540
7.93,340,580
8.33,300,580
8.4,260,580
8.46,220,580
8.53,180,580
8.86,180,540
8.92,180,500
8.99,180,460
9.06,180,420
9.39,140,420
9.45,100,420
10.31,100,460
10.38,100,500
10.71,100,540
10.77,100,580
11.17,60,580
11.24,20,580
11.57,20,540
11.64,20,500
11.7,20,460
11.77,20,420
11.83,20,380
12.16,20,340
12.56,60,340
12.63,100,340
12.96,100,300
13.02,100,260
13.09,100,220
13.15,100,180
13.22,100,140
13.42,100,100
13.75,140,100
13.82,180,100
14.08,180,140
14.15,180,180
14.22,180,220
14.28,180,260
14.48,220,260
14.55,260,260
14.94,260,300
15.47,260,340

=== Segment 3 Start: 15:05:13 | End: 15:05:33 ===
Time (s),x,y
0.07,260,380
0.86,260,420
0.92,260,460
0.99,260,500
1.26,260,460
1.32,260,420
1.39,260,380
1.65,260,340
1.72,260,300
1.79,260,260
2.12,220,260
2.18,180,260
2.45,180,220
2.51,180,180
2.58,180,140
2.65,180,100
3.11,140,100
3.17,100,100
3.5,100,140
3.57,100,180
3.63,100,220
3.9,100,260
4.16,100,300
4.23,100,340
4.63,60,340
4.69,20,340
5.62,20,380
5.69,20,420
5.95,20,460
6.02,20,500
6.28,20,540
6.35,20,580
6.68,60,580
6.75,100,580
7.87,100,540
7.93,100,500
8.0,100,460
8.06,100,420
8.59,140,420
8.66,180,420
9.06,180,460
9.12,180,500
9.19,180,540
9.26,180,580
10.97,220,580
11.04,260,580
11.11,300,580
11.17,340,580
11.24,380,580
11.3,420,580
11.83,420,540
11.9,420,500
12.49,460,500
12.56,500,500
13.22,500,460
13.29,500,420
13.35,500,380
13.42,500,340
13.88,540,340
13.95,580,340
14.48,580,380
14.54,580,420
14.61,580,460
14.68,580,500
14.74,580,540
14.81,580,580
15.41,620,580
15.87,660,580
16.8,660,540
16.86,660,500
17.19,700,500
17.26,740,500
17.66,740,460
17.72,740,420
18.12,700,420
18.19,660,420
18.51,660,380
18.58,660,340
18.91,700,340
18.98,740,340
19.31,740,300
19.37,740,260
19.44,740,220

=== Segment 4 Start: 15:05:33 | End: 15:05:34 ===
Time (s),x,y
0.07,740,180
1.12,740,220
1.19,740,260
1.25,740,300
1.32,740,340
1.78,700,340
1.85,660,340

=== Segment 5 Start: 15:05:34 | End: 15:05:50 ===
Time (s),x,y
0.73,660,380
1.06,660,420
1.39,700,420
1.46,740,420
1.99,740,460
2.59,740,500
2.65,740,540
3.11,740,500
3.58,700,500
3.64,660,540
3.71,620,580
5.1,580,580
5.17,540,580
5.23,500,580
5.69,540,580
5.76,580,540
6.16,580,500
6.23,580,460
6.56,580,420
6.62,580,380
7.35,580,340
7.68,540,340
7.75,500,340
8.08,500,380
8.14,500,420
8.21,500,460
8.41,500,500
8.67,460,500
8.74,420,500
9.13,420,540
9.2,420,580
10.79,380,580
10.85,340,580
10.92,300,580
10.98,260,580
11.05,220,580
11.12,180,580
11.51,180,540
11.58,180,500
11.64,180,460
11.71,180,420
12.04,140,420
12.11,100,420
12.44,100,460
12.5,100,500
12.57,100,540
12.83,100,580
13.23,60,580
13.3,20,580
13.69,20,540
13.96,20,500
14.02,20,460
14.29,20,420
14.36,20,380
14.42,20,340
14.89,60,340
14.95,100,340
15.22,100,300
15.81,100,260

=== Segment 6 Start: 15:05:50 | End: 15:06:01 ===
Time (s),x,y
0.26,100,220
0.93,100,260
0.99,100,300
1.06,100,340
2.06,60,340
2.12,20,340
2.45,20,380
2.52,20,420
2.58,20,460
2.65,20,500
2.91,20,540
2.98,20,580
3.24,60,580
3.31,100,580
3.57,100,540
3.84,100,500
3.91,100,460
4.17,100,420
4.43,140,420
4.5,180,420
4.9,180,460
4.97,180,500
5.16,180,540
5.23,180,580
5.56,220,580
5.63,260,580
5.69,300,580
6.16,340,580
6.23,380,580
6.75,340,580
6.82,300,580
8.8,340,580
9.26,340,540
9.33,340,500
9.66,340,460
9.73,340,420
10.06,380,420
10.13,420,420
10.39,420,380
10.45,420,340
10.52,420,300

=== Segment 7 Start: 15:06:01 | End: 15:06:08 ===
Time (s),x,y
0.79,420,340
0.86,420,380
1.12,420,420
1.45,380,420
1.52,340,420
1.72,340,460
1.78,340,500
2.44,340,540
2.51,340,580
2.77,300,580
3.04,260,580
3.57,220,580
3.64,180,580
4.1,180,540
4.16,180,500
4.23,180,460
4.89,180,420
5.16,140,420
5.22,100,420
5.49,100,460
5.55,100,500
5.75,100,540
5.82,100,580
6.28,60,580
6.35,20,580
6.61,20,540
6.68,20,500
6.94,20,460
7.01,20,420

=== Segment 8 Start: 15:06:08 | End: 15:06:15 ===
Time (s),x,y
0.07,20,380
0.53,20,420
0.59,20,460
0.66,20,500
0.86,20,540
0.92,20,580
1.12,60,580
1.19,100,580
1.65,100,540
1.72,100,500
3.04,100,460
3.11,100,420
3.57,140,420
3.83,180,420
4.16,180,460
4.23,180,500
4.3,180,540
4.36,180,580
4.63,220,580
4.69,260,580
4.76,300,580
4.96,340,580
5.02,380,580
5.09,420,580
5.55,420,540
5.62,420,500
5.81,460,500
5.88,500,500
6.14,500,460
6.21,500,420
6.28,500,380
6.48,500,340
6.81,540,340
6.87,580,340

=== Segment 9 Start: 15:06:15 | End: 15:06:17 ===
Time (s),x,y
0.46,580,380
