=== Segment 1 Start: 21:19:05 | End: 21:19:23 ===
Time (s),x,y
1.14,39,13
1.2,65,13
1.27,91,13
1.33,117,13
1.4,143,13
1.47,169,39
1.6,169,65
2.06,143,65
2.13,117,65
2.85,117,91
2.92,117,117
3.18,91,117
3.25,65,117
3.31,39,117
3.38,13,117
3.51,13,143
3.58,13,169
3.64,13,195
3.71,13,221
3.78,13,247
3.84,13,273
4.05,39,273
4.11,65,273
4.44,65,299
4.5,65,325
4.63,39,325
4.7,13,325
4.97,13,351
5.03,13,377
5.1,13,403
5.16,13,429
5.43,39,429
5.5,65,429
5.69,65,455
5.76,65,481
6.03,91,481
6.09,117,481
6.36,117,455
6.42,117,429
6.49,117,403
6.55,143,377
6.62,169,377
7.01,169,351
7.08,169,325
7.28,143,325
7.34,117,325
7.48,117,299
7.54,117,273
7.61,117,247
7.67,117,221
7.87,143,221
7.94,169,221
8.01,195,221
8.07,221,221
8.14,247,221
8.21,273,221
8.41,273,195
8.47,273,169
8.73,299,169
8.8,325,169
8.87,351,169
8.93,377,169
9.2,377,195
9.26,377,221
9.46,351,221
9.53,325,221
9.73,325,247
9.79,325,273
10.05,351,273
10.12,377,273
10.25,377,299
10.32,377,325
10.59,403,325
10.65,429,325
10.72,455,325
10.78,481,325
11.18,481,299
11.24,481,273
11.38,507,273
11.44,533,273
11.51,559,273
11.57,585,273
11.64,611,273
11.71,637,273
11.91,637,247
11.97,637,221
12.3,611,221
12.37,585,221
12.43,559,221
12.5,533,221
12.64,533,195
12.7,533,169
12.76,533,143
12.83,533,117
13.17,559,117
13.23,585,117
13.29,611,117
13.36,637,117
13.63,637,91
13.69,637,65
13.89,611,65
13.96,585,65
14.02,559,65
14.09,533,65
14.15,507,65
14.22,481,65
14.48,481,91
14.55,481,117
14.88,455,117
14.95,429,117
15.01,403,117
15.08,377,117
15.34,377,91
15.41,377,65
15.61,351,65
15.67,325,65
15.94,325,39
16.0,325,13
16.2,351,13
16.27,377,13
16.34,403,13
16.4,429,13
16.47,455,13
16.53,481,13
16.6,507,13
16.66,533,13
16.73,559,13
16.8,585,13
16.86,611,13
16.93,637,13
16.99,663,13
17.06,689,13
17.13,715,13
17.19,741,13
17.39,741,39
17.46,741,65
17.52,741,91
17.59,741,117
18.18,715,117
18.25,689,117
18.65,689,143

=== Segment 2 Start: 21:19:23 | End: 21:19:56 ===
Time (s),x,y
0.07,689,169
2.25,715,169
2.32,741,169
2.71,741,195
2.78,741,221
3.24,741,247
3.31,741,273
3.64,715,273
3.7,689,273
4.76,689,299
4.83,689,325
4.89,689,351
4.96,689,377
5.55,715,377
5.62,741,377
5.95,741,403
6.02,741,429
6.35,715,429
6.41,689,429
6.48,663,429
6.55,637,429
6.61,611,429
6.68,585,429
6.75,559,429
6.81,533,429
6.88,533,403
6.95,533,377
7.01,533,351
7.08,533,325
7.67,533,351
7.74,533,377
7.8,533,403
8.4,507,377
8.86,533,403
9.06,559,429
9.33,585,429
9.39,611,429
9.46,637,429
9.52,663,429
9.59,689,429
9.65,715,429
9.72,741,429
10.05,741,403
10.12,741,377
10.18,741,351
10.52,715,377
10.98,689,351
11.25,689,325
11.31,689,299
11.38,689,273
11.44,689,247
11.51,689,221
11.77,689,247
11.84,689,273
12.17,715,273
12.23,741,273
12.5,741,247
12.56,741,221
12.63,741,195
12.7,741,169
12.96,715,169
13.03,689,169
13.09,663,169
13.16,637,169
13.49,663,169
13.56,689,169
13.95,689,143
14.02,689,117
14.09,689,91
15.08,689,117
15.14,689,143
15.94,689,117
16.4,715,117
16.47,741,117
16.8,741,91
16.86,741,65
16.93,741,39
17.0,741,13
17.19,715,13
17.26,689,13
17.33,663,13
17.39,637,13
17.46,611,13
17.52,585,13
17.59,559,13
17.66,533,13
17.72,507,13
17.79,481,13
17.86,455,13
17.92,429,13
17.99,403,13
18.05,377,13
18.12,351,13
18.19,325,13
18.25,299,13
18.65,273,13
18.98,273,39
19.05,273,65
19.25,247,65
19.31,221,65
19.57,221,91
19.64,221,117
20.17,195,117
20.24,169,117
20.78,195,117
20.83,221,117
21.23,221,91
21.3,221,65
21.63,247,65
21.69,273,65
21.96,273,39
22.02,273,13
22.35,299,13
22.42,325,13
22.68,325,39
22.75,325,65
23.08,351,65
23.14,377,65
23.47,377,91
23.54,403,117
24.93,429,117
25.0,455,117
25.06,481,117
25.32,481,91
25.39,481,65
25.66,507,65
25.72,533,65
25.79,559,65
25.85,585,65
25.92,611,65
25.99,637,65
26.25,637,91
26.32,637,117
26.84,611,117
26.91,585,117
26.98,559,117
27.04,533,117
27.24,533,143
27.31,533,169
27.37,533,195
27.44,533,221
27.7,559,221
27.77,585,221
27.84,611,221
27.9,637,221
28.1,637,247
28.17,637,273
28.7,611,273
28.77,585,273
28.83,559,273
28.9,533,273
28.96,507,273
29.03,481,273
29.23,481,299
29.29,481,325
29.62,455,325
29.69,429,325
29.76,403,325
29.82,377,325
30.02,377,299
30.09,377,273
30.29,351,273
30.35,325,273
30.95,325,247
31.01,325,221
31.34,351,221
31.41,377,221
31.61,377,195
31.67,377,169
31.94,351,169
32.0,325,169
32.07,299,169
32.14,273,169
32.67,273,195

=== Segment 3 Start: 21:19:56 | End: 21:19:57 ===
Time (s),x,y
0.07,273,221
0.79,247,221
0.86,221,221
0.92,195,221

=== Segment 4 Start: 21:19:57 | End: 21:20:05 ===
Time (s),x,y
0.73,221,221
0.79,247,221
0.86,273,221
1.39,273,195
1.46,273,169
1.78,299,169
1.85,325,169
1.92,351,169
1.98,377,169
2.18,377,195
2.25,351,221
2.31,325,247
3.44,325,273
3.77,351,273
3.84,377,273
4.23,377,299
4.3,377,325
4.56,403,325
4.63,429,325
4.69,455,325
4.76,481,325
4.96,481,299
5.03,481,273
5.22,507,273
5.29,533,273
5.36,559,273
5.42,585,273
5.49,611,273
5.56,637,273
5.76,637,247
5.82,637,221
6.02,611,221
6.08,585,221
6.15,559,221
6.21,533,221
6.41,533,195
6.48,533,169
6.54,533,143
6.61,533,117
6.74,559,117
6.81,585,117
6.87,611,117
6.94,637,117
7.34,637,91
7.4,637,65
7.67,611,65
7.73,585,65
7.8,559,65
7.87,533,65

=== Segment 5 Start: 21:20:05 | End: 21:20:06 ===
Time (s),x,y
0.06,507,65
0.86,481,65
1.06,481,91
1.19,481,117
1.32,455,117

=== Segment 6 Start: 21:20:06 | End: 21:20:11 ===
Time (s),x,y
0.07,429,117
0.13,403,117
0.2,377,117
1.92,403,117
1.98,429,117
2.05,455,117
2.12,481,117
2.38,481,91
2.45,481,65
2.91,507,65
2.98,533,65
3.04,559,65
3.11,585,65
3.17,611,65
3.24,637,65
3.51,637,91
3.57,637,117
3.77,611,117
3.84,585,117
3.9,559,117
3.97,533,117
4.1,533,143
4.17,533,169
4.23,533,195
4.3,533,221
4.5,559,221
4.56,585,221
4.63,611,221
4.69,637,221
4.83,637,247
4.89,637,273
5.09,611,273
5.16,585,273
5.22,559,273
5.29,533,273

=== Segment 7 Start: 21:20:11 | End: 21:20:20 ===
Time (s),x,y
0.06,507,273
0.13,481,273
1.78,507,273
1.85,533,273
1.91,559,273
1.98,585,273
2.04,611,273
2.11,637,273
2.38,637,247
2.44,637,221
2.77,611,221
2.84,585,221
2.91,559,221
2.97,533,221
3.1,533,195
3.17,533,169
3.24,533,143
3.3,533,117
3.5,559,117
3.57,585,117
3.64,611,117
3.7,637,117
3.97,637,91
4.03,637,65
4.3,611,65
4.37,585,65
4.43,559,65
4.49,533,65
4.56,507,65
4.63,481,65
4.82,481,91
4.89,481,117
5.29,455,117
5.35,429,117
5.42,403,117
5.49,377,117
5.76,377,91
5.82,377,65
6.08,351,65
6.15,325,65
6.41,325,39
6.48,325,13
6.68,299,13
6.74,273,13
7.08,273,39
7.14,273,65
7.47,247,65
7.54,221,65
7.8,221,91
7.87,221,117
8.2,247,117
8.26,273,117

=== Segment 8 Start: 21:20:20 | End: 21:20:30 ===
Time (s),x,y
0.07,299,117
0.13,325,117
0.99,299,117
1.06,273,117
1.12,247,117
1.19,221,117
1.65,221,91
1.72,221,65
1.79,221,39
1.85,221,13
2.58,221,39
2.64,221,65
3.04,247,65
3.11,273,65
3.31,273,39
3.37,273,13
3.57,299,13
3.64,325,13
3.7,351,13
3.77,377,13
4.36,351,13
4.42,325,13
