=== Segment 1 Start: 15:30:12 | End: 15:30:28 ===
Time (s),x,y
2.0,39,13
2.06,65,13
2.13,91,13
2.2,117,13
2.4,117,39
2.46,117,65
2.93,143,65
2.99,169,65
3.06,195,65
3.12,221,65
3.19,247,65
3.26,273,65
3.32,299,65
3.39,325,65
3.45,351,65
3.52,377,65
4.58,377,39
4.64,377,13
4.91,403,13
4.97,429,13
5.31,429,39
5.37,429,65
5.44,429,91
5.51,429,117
5.7,403,117
5.77,377,117
5.83,351,117
5.9,325,117
5.97,299,117
6.03,273,117
6.23,273,143
6.29,273,169
6.49,247,169
6.56,221,169
6.82,221,195
6.89,221,221
7.16,247,221
7.22,273,221
7.88,273,247
7.95,273,273
8.01,273,299
8.08,273,325
8.34,299,325
8.41,325,325
8.61,325,299
8.67,325,273
8.74,325,247
8.81,325,221
8.87,325,195
8.94,325,169
9.34,351,169
9.41,377,169
9.73,377,195
9.8,377,221
9.87,377,247
9.93,377,273
10.0,377,299
10.07,377,325
10.13,377,351
10.2,377,377
10.26,377,403
10.33,377,429
10.59,351,429
10.66,325,429
10.72,299,429
10.79,273,429
10.86,247,429
10.92,221,429
11.25,221,455
11.32,221,481
11.65,247,481
11.72,273,481
11.79,299,481
11.85,325,481
11.92,351,481
11.98,377,481
12.05,403,481
12.12,429,481
12.18,455,481
12.25,481,481
12.39,481,455
12.45,481,429
12.71,507,429
12.78,533,429
13.11,533,455
13.17,533,481
13.51,559,481
13.58,585,481
13.91,585,455
13.97,585,429
14.23,611,429
14.3,637,429
14.96,637,403
15.02,637,377
15.42,611,377
15.49,585,377
15.75,585,351
15.82,585,325
15.88,585,299
15.95,585,273
16.15,559,273
16.21,533,273
16.28,507,273
16.35,481,273
16.41,455,273
16.48,429,273

=== Segment 2 Start: 15:30:28 | End: 15:30:31 ===
Time (s),x,y
0.73,455,273
0.79,481,273
0.86,507,273
0.93,533,273
0.99,559,273
1.06,585,273
1.32,585,299
1.39,585,325
1.46,585,351
1.52,585,377
1.72,611,377
1.79,637,377
2.11,637,403
2.18,637,429
2.38,611,429
2.45,585,429
2.71,585,455
2.78,585,481
2.98,559,481

=== Segment 3 Start: 15:30:31 | End: 15:30:42 ===
Time (s),x,y
0.07,533,481
0.99,533,455
1.06,533,429
1.39,507,429
1.46,481,429
1.72,481,455
1.79,481,481
2.58,455,481
2.64,429,481
2.71,403,481
2.78,377,481
2.84,351,481
2.91,325,481
2.98,299,481
3.04,273,481
3.11,247,481
3.17,221,481
3.24,195,481
3.31,169,455
3.38,169,429
3.44,169,403
3.5,169,377
4.89,143,377
4.96,117,377
5.69,117,403
5.75,117,429
6.08,91,429
6.15,65,429
6.48,65,403
6.55,65,377
6.81,39,377
6.87,13,377
7.21,13,351
7.28,13,325
7.34,13,299
7.41,13,273
7.47,13,247
7.54,13,221
8.07,39,221
8.13,65,221
8.2,91,221
8.27,117,221
9.06,117,247
9.12,117,273
9.52,143,273
9.59,169,273
9.85,169,247
9.92,169,221
9.98,169,195
10.05,169,169
10.12,169,143
10.18,169,117
10.32,143,117
10.38,117,117
10.45,91,117
10.51,65,117
10.58,39,117

=== Segment 4 Start: 15:30:42 | End: 15:31:26 ===
Time (s),x,y
0.06,13,117
0.59,39,117
0.66,65,117
0.73,91,117
0.8,117,117
0.86,143,117
1.39,169,143
1.85,169,169
1.92,169,195
1.98,169,221
2.05,169,247
2.12,169,273
2.18,169,299
2.25,169,325
4.44,169,299
4.5,169,273
4.57,169,247
4.63,169,221
4.7,169,195
4.84,169,221
4.9,169,247
4.96,169,273
5.29,143,273
5.36,117,273
5.69,117,247
5.76,117,221
6.02,91,221
6.09,65,221
6.15,39,221
6.22,13,221
6.55,13,247
6.62,13,273
6.68,13,299
6.75,13,325
6.81,13,351
6.88,13,377
7.94,39,377
8.0,65,377
8.27,65,403
8.34,65,429
8.67,91,429
8.73,117,429
9.59,117,403
9.66,117,377
9.99,143,377
10.05,169,377
10.25,169,403
10.32,169,429
10.38,169,455
10.45,169,481
10.78,195,481
10.84,221,481
10.91,247,481
10.98,273,481
11.24,247,481
11.31,221,481
11.37,195,481
11.44,169,481
11.57,195,481
11.64,221,481
11.7,247,481
11.77,273,481
12.23,247,481
12.3,221,481
12.36,195,481
13.75,221,481
13.82,247,481
13.88,273,481
13.95,299,481
14.61,273,481
15.01,247,481
