=== Segment 1 Start: 20:04:32 | End: 20:05:03 ===
Time (s),x,y
0.87,39,13
0.93,65,13
5.77,91,13
5.83,117,13
5.9,117,39
5.96,117,65
6.03,117,91
6.1,117,117
6.23,91,117
6.3,65,117
6.49,65,91
6.56,39,65
6.62,13,65
6.95,13,91
7.02,13,117
7.08,13,143
7.15,13,169
7.22,39,169
7.28,65,169
7.48,65,195
7.55,65,221
8.21,39,221
8.28,13,221
8.48,13,247
8.54,13,273
8.67,39,273
8.74,65,273
8.94,65,299
9.0,65,325
9.07,39,325
9.13,13,325
9.33,13,351
9.4,13,377
9.47,13,403
9.53,13,429
9.87,13,455
9.93,13,481
10.06,39,481
10.13,65,481
10.2,91,481
10.26,117,481
10.33,143,481
10.4,169,481
10.46,195,481
10.53,221,481
10.59,221,455
10.66,221,429
10.99,221,403
11.06,221,377
11.19,247,377
11.26,273,377
11.45,273,351
11.52,273,325
11.59,273,299
11.65,273,273
11.78,247,273
11.85,221,299
11.92,221,325
13.77,195,325
13.83,169,325
14.1,169,351
14.16,169,377
14.23,143,377
14.3,117,377
14.49,117,351
14.56,117,325
14.63,117,299
14.69,117,273
14.76,117,247
15.09,117,221
16.68,143,221
16.75,169,221
16.95,169,195
17.01,169,169
17.21,195,169
17.28,221,169
17.34,247,169
17.41,273,169
17.47,299,169
17.54,325,169
17.61,351,169
17.67,377,169
19.13,403,169
19.2,429,169
19.26,455,169
19.33,481,169
19.46,481,143
19.53,481,117
19.59,481,91
19.66,481,65
19.79,455,65
19.86,429,65
19.93,403,65
20.0,377,65
20.06,377,39
20.13,377,13
20.32,403,13
20.39,429,13
20.46,455,13
20.52,481,13
21.38,507,13
21.45,533,13
21.51,559,13
21.58,585,13
21.71,585,39
21.78,585,65
21.91,559,65
21.97,533,65
22.04,533,91
22.11,533,117
22.31,559,117
22.37,585,117
22.44,611,117
22.5,637,117
22.57,637,143
22.64,637,169
22.77,663,169
22.84,689,169
23.04,689,195
23.1,689,221
