=== Segment 1 Start: 15:07:01 | End: 15:07:36 ===
Time (s),x,y
2.66,13,39
2.72,13,65
2.79,13,91
3.59,13,117
3.65,13,143
3.72,13,169
4.05,39,169
4.12,65,169
4.45,65,143
4.51,65,117
4.84,91,117
4.91,117,117
5.31,117,143
5.37,117,169
5.77,117,195
5.84,117,221
6.1,91,221
6.17,65,221
6.23,39,221
6.3,13,221
6.5,13,247
6.56,13,273
6.63,13,299
6.69,13,325
6.96,39,325
7.02,65,325
7.09,91,325
7.35,117,299
7.42,143,273
7.82,169,273
7.88,195,273
7.95,221,273
8.22,247,273
8.29,273,273
8.35,299,273
8.61,325,273
8.68,351,273
11.39,377,273
11.79,377,247
11.85,377,221
12.12,351,221
12.19,325,221
12.45,325,195
12.52,325,169
12.85,351,169
12.91,377,169
13.18,377,143
13.24,377,117
13.51,403,117
13.58,429,117
13.84,429,91
13.91,429,65
14.11,403,65
14.17,377,65
14.44,377,39
14.5,377,13
14.77,403,13
14.83,429,13
14.9,455,13
15.1,481,13
15.43,481,39
15.49,481,65
15.76,481,91
15.83,481,117
16.02,481,143
16.42,481,169
16.75,507,169
16.82,533,169
17.09,533,195
17.15,533,221
17.22,533,247
17.35,533,273
17.41,533,299
17.61,559,325
17.88,585,325
18.54,585,299
18.6,585,273
18.87,611,273
18.94,637,273
19.33,637,299
19.4,637,325
19.59,637,351
19.66,637,377
19.92,663,377
19.99,689,377
20.26,689,351
20.32,689,325
20.52,689,299
20.78,715,273
20.85,741,247
21.45,741,273
21.71,741,299
21.84,741,325
21.91,741,351
22.24,741,377
22.31,741,403
22.38,741,429
22.44,741,455
22.51,741,481
22.97,715,481
23.04,689,481
23.3,689,455
23.37,689,429
23.7,663,429
23.76,637,429
24.03,637,455
24.09,637,481
24.62,611,481
24.69,585,481
24.76,559,481
24.82,533,481
24.89,507,481
24.95,481,481
25.42,481,455
25.48,481,429
26.08,507,429
26.14,533,429
26.21,559,429
26.28,585,429
26.88,585,403
26.94,585,377
27.4,559,377
27.47,533,377
27.54,507,377
27.6,481,377
27.93,481,351
28.0,481,325
28.06,481,299
28.13,481,273
28.33,455,273
28.39,429,273
28.79,429,299
28.85,429,325
29.18,403,325
29.25,377,325
29.51,377,351
29.58,377,377
29.84,351,377
29.92,325,377
30.18,325,403
30.25,325,429
30.51,351,429
30.58,377,429
30.84,377,455
30.91,377,481
31.17,351,481
31.24,325,481
31.7,299,481
31.77,273,481
32.03,273,455
32.1,273,429
32.36,247,429
32.43,221,429
32.49,195,429
32.63,169,429
33.02,143,429
33.09,117,429
33.35,117,403
33.42,117,377
33.68,143,377
33.88,169,377
34.41,169,351

=== Segment 2 Start: 15:07:36 | End: 15:07:51 ===
Time (s),x,y
0.07,169,325
0.53,169,351
0.59,169,377
0.79,143,377
0.86,117,377
1.06,117,403
1.12,117,429
1.58,143,429
1.65,169,429
1.85,195,429
1.91,221,429
2.11,247,429
2.32,273,429
2.51,273,455
2.58,273,481
2.84,299,481
3.04,325,481
3.1,351,481
3.3,377,481
3.37,403,481
3.9,377,481
4.43,377,455
4.96,377,429
5.22,351,429
5.29,325,429
5.49,325,403
6.08,325,377
6.35,351,377
6.41,377,377
6.61,377,351
6.68,377,325
6.94,403,325
7.01,429,325
7.27,429,299
7.34,429,273
7.4,429,247
7.67,455,273
7.74,481,299
8.2,481,325
8.26,481,351
8.79,507,377
9.12,533,377
9.19,559,377
9.25,585,377
9.58,585,403
9.78,585,429
10.04,559,429
10.11,533,429
10.64,507,429
10.91,481,429
11.23,481,455
11.3,481,481
11.63,507,481
11.7,533,481
11.76,559,481
11.83,585,481
12.75,611,481
13.09,637,481
13.48,637,455
13.55,637,429
13.88,663,429
13.94,689,429
14.14,689,455
14.21,689,481
14.47,715,481
14.54,741,481
14.88,741,455

=== Segment 3 Start: 15:07:51 | End: 15:07:54 ===
Time (s),x,y
0.06,741,429
0.91,741,403
1.18,741,377
1.24,741,351
1.57,741,325
1.97,741,299
2.04,741,273
2.5,715,273
2.57,689,273
2.83,689,299
2.9,689,325
3.16,689,351
3.23,689,377

=== Segment 4 Start: 15:07:54 | End: 15:08:01 ===
Time (s),x,y
0.53,689,351
0.6,689,325
0.66,689,299
1.13,689,273
1.59,715,273
1.66,741,273
1.99,741,247
2.05,741,221
2.52,715,221
2.58,689,221
2.65,663,221
2.71,637,221
3.11,637,195
3.17,637,169
3.44,611,169
3.51,585,169
3.97,585,143
4.04,585,117
4.43,559,117
4.5,533,117
5.36,533,91
5.62,533,65
5.69,533,39
5.75,533,13
6.48,559,13
6.55,585,13
6.74,585,39
6.81,585,65
7.08,611,65
7.14,637,65
7.4,637,39
7.47,637,13

=== Segment 5 Start: 15:08:01 | End: 15:08:03 ===
Time (s),x,y
0.8,637,39
0.86,637,65
1.13,611,65
1.19,585,65
1.46,585,39
1.52,585,13
1.72,559,13
1.79,533,13

=== Segment 6 Start: 15:08:03 | End: 15:08:21 ===
Time (s),x,y
0.27,533,39
0.33,533,65
0.4,533,91
0.6,533,117
0.92,559,117
0.99,585,117
1.45,585,143
1.52,585,169
1.85,611,169
1.92,637,169
2.18,637,195
2.25,637,221
2.51,663,221
2.78,689,221
2.84,715,221
3.04,741,247
3.7,715,273
3.77,689,299
4.43,689,325
4.5,689,351
5.82,689,325
5.88,689,299
6.22,689,273
6.54,715,273
6.61,741,273
7.21,741,299
7.4,741,325
7.47,741,351
7.6,741,377
7.73,741,403
7.87,741,429
7.93,741,455
8.0,741,481
8.79,715,481
9.33,689,455
9.39,689,429
9.65,663,429
9.72,637,429
9.91,637,455
9.98,611,481
10.38,585,481
10.44,559,481
10.84,533,481
10.91,507,481
11.37,481,481
11.44,481,455
11.77,481,429
12.1,507,429
12.17,533,429
12.23,559,429
12.43,585,403
12.82,559,377
13.09,533,377
13.15,507,377
13.22,481,377
13.42,481,351
13.49,481,325
14.21,481,299
14.28,481,273
14.54,455,273
14.61,429,273
14.81,429,299
14.88,429,325
15.14,403,325
15.21,377,325
15.4,377,351
15.47,377,377
15.74,351,377
15.81,325,403
16.07,325,429
16.33,351,429
16.4,377,429
16.66,377,455
16.73,377,481
17.25,351,481
17.32,325,481
17.52,299,481
17.58,273,481
17.98,273,455
18.05,273,429
18.24,247,429

=== Segment 7 Start: 15:08:21 | End: 15:08:57 ===
Time (s),x,y
0.07,221,429
0.13,195,429
0.73,169,429
0.79,143,429
0.86,117,429
1.45,117,403
2.97,117,429
3.5,143,429
3.57,169,429
4.56,195,429
4.63,221,429
4.69,247,429
4.89,273,429
5.49,273,455
5.55,273,481
7.61,299,481
7.67,325,481
7.74,351,481
7.8,377,481
7.87,403,481
7.94,429,481
9.45,403,481
9.52,377,481
9.59,351,481
10.12,377,481
10.18,403,481
11.18,377,481
11.24,351,481
11.64,377,455
12.04,377,429
12.43,351,429
12.5,325,429
12.83,325,403
12.9,325,377
13.36,351,377
13.42,377,377
13.95,377,351
14.02,377,325
14.48,403,325
14.55,429,325
14.88,429,299
14.95,429,273
15.21,455,273
15.28,481,273
15.54,481,299
15.61,481,325
16.14,481,351
16.21,481,377
16.4,507,377
16.47,533,377
16.87,559,377
16.94,585,377
17.33,585,403
17.4,585,429
17.73,559,429
17.79,533,429
17.86,507,429
18.06,481,429
19.05,481,455
19.12,481,481
19.45,507,481
19.52,533,481
19.71,559,481
19.78,585,481
19.84,611,481
20.04,637,481
20.5,637,455
20.57,637,429
21.1,663,429
21.17,689,429
21.5,689,455
21.56,689,481
21.76,715,481
21.83,741,481
22.16,741,455
22.36,741,429
22.42,741,403
22.69,741,377
24.21,741,351
24.27,741,325
24.34,741,299
26.66,741,273
26.72,741,247
26.79,741,221
27.19,741,247
27.25,741,273
27.65,715,273
27.72,689,273
27.92,689,299
27.98,689,325
28.05,689,351
28.25,689,377
28.64,663,377
28.71,637,377
28.97,637,351
29.04,637,325
29.18,637,299
29.24,637,273
29.7,611,273
29.77,585,273
30.23,585,299
30.29,585,325
30.69,559,325
30.76,533,325
31.02,533,299
31.09,533,273
31.29,533,247
31.49,533,221
31.55,533,195
31.62,533,169
32.02,507,169
32.08,481,169
32.81,481,143
33.67,481,117
33.74,481,91
34.14,481,65
34.27,481,39
34.53,455,13
34.93,429,13
34.99,403,13
35.26,377,13
35.72,377,39
35.79,377,65
35.99,403,65

