=== Segment 1 Start: 17:03:03 | End: 17:03:20 ===
Time (s),x,y
1.33,60,20
1.4,100,20
1.86,100,60
1.93,100,100
2.32,60,100
2.39,20,140
2.72,20,180
2.85,20,220
2.92,20,260
2.98,20,300
3.05,20,340
3.51,60,340
3.58,100,340
4.04,100,300
4.11,100,260
4.17,100,220
4.24,100,180
4.64,140,180
4.7,180,180
4.97,180,220
5.03,180,260
5.1,180,300
5.17,180,340
5.63,220,340
5.69,260,340
6.16,260,300
6.22,260,260
6.62,300,260
6.69,340,260
7.08,340,300
7.15,340,340
7.54,380,340
7.61,420,340
7.94,420,380
8.01,420,420
8.4,380,420
8.47,340,420
9.46,340,460
9.53,340,500
9.99,380,500
10.05,420,500
10.45,420,540
10.52,420,580
10.98,460,580
11.05,500,580
11.11,540,580
11.18,580,580
11.25,620,580
11.31,660,580
11.78,660,540
11.84,660,500
12.24,700,500
12.3,740,500
12.64,740,460
12.7,740,420
12.77,740,380
12.83,740,340
12.9,740,300
12.97,740,260
13.03,740,220
13.1,740,180
13.16,740,140
13.23,740,100
13.56,700,100
13.63,660,100
14.02,660,60
14.09,660,20
14.35,620,20
14.42,580,20
14.49,540,20
14.55,500,20
14.62,460,20
14.68,420,20
15.48,420,60
15.67,420,100
15.74,420,140
15.81,420,180
16.34,460,180
16.4,500,180
16.8,500,140
16.86,500,100
17.19,540,100
17.26,580,100

=== Segment 2 Start: 17:03:20 | End: 17:03:26 ===
Time (s),x,y
1.19,580,140
1.26,580,180
1.32,580,220
1.39,580,260
2.12,540,260
2.18,500,260
2.25,460,260
2.91,500,260
2.98,540,260
3.51,500,260
3.97,500,300
4.03,500,340
4.1,500,380
4.17,500,420
4.63,540,420
4.7,580,420
4.76,620,420
4.83,660,420
5.22,660,380

=== Segment 3 Start: 17:03:26 | End: 17:03:47 ===
Time (s),x,y
0.07,660,340
0.13,660,300
0.79,660,340
0.86,660,380
0.92,660,420
1.45,620,420
1.52,580,420
1.59,540,420
1.65,500,420
3.43,500,380
3.5,500,340
3.57,500,300
3.63,500,260
4.16,540,260
4.23,580,260
4.62,580,220
4.69,580,180
4.76,580,140
4.82,580,100
5.22,540,100
5.29,500,100
5.75,500,140
5.82,500,180
6.15,460,180
6.22,420,180
6.28,380,180
7.07,420,180
7.14,460,180
7.67,420,180
7.74,380,180
9.19,420,180
9.26,460,180
9.72,420,180
9.79,380,180
10.85,420,180
11.37,420,140
11.44,420,100
11.51,420,60
11.57,420,20
11.97,460,20
12.03,500,20
12.1,540,20
12.17,580,20
12.23,620,20
12.3,660,20
12.36,700,20
12.89,660,20
12.96,620,20
13.42,660,20
13.89,660,60
13.95,660,100
14.35,700,100
14.41,740,100
14.75,740,140
14.81,740,180
14.88,740,220
14.94,740,260
15.02,740,300
15.08,740,340
15.14,740,380
15.21,740,420
15.27,740,460
15.34,740,500
15.87,700,500
15.93,660,500
16.33,660,540
16.4,660,580
16.79,620,580
16.86,580,580
16.93,540,580
16.99,500,580
17.06,460,580
17.52,420,580
18.05,420,540
18.12,420,500
18.45,380,500
18.51,340,500
18.98,340,460
19.05,340,420
19.44,380,420
19.5,420,420
19.9,420,380
19.97,420,340
20.3,380,340
20.37,340,340
21.03,340,300
21.43,340,260
21.9,300,260

=== Segment 4 Start: 17:03:47 | End: 17:04:01 ===
Time (s),x,y
0.06,260,260
0.73,300,260
0.79,340,260
1.19,340,300
1.26,340,340
1.45,380,340
1.52,420,340
1.85,420,380
1.92,420,420
2.18,380,420
2.25,340,420
3.04,340,460
3.11,340,500
3.37,380,500
3.44,420,500
3.83,420,540
3.9,420,580
4.23,460,580
4.3,500,580
4.36,540,580
4.43,580,580
4.49,620,580
4.56,660,580
4.89,660,540
4.96,660,500
5.22,700,500
5.29,740,500
5.49,740,460
