=== Segment 1 Start: 15:32:19 | End: 15:32:46 ===
Time (s),x,y
1.92,45,15
2.0,75,15
2.45,75,45
2.52,75,75
2.58,75,105
2.65,75,135
3.05,45,135
3.11,15,135
3.51,15,165
3.58,15,195
4.24,45,195
4.3,75,195
4.37,105,195
4.43,135,195
5.1,135,165
5.17,135,135
5.5,165,135
5.56,195,135
6.49,195,105
6.55,195,75
7.68,195,105
7.75,195,135
8.67,165,135
8.73,135,135
9.19,135,165
9.26,135,195
9.53,105,195
9.59,75,195
9.66,45,195
9.73,15,195
10.39,45,195
10.46,75,195
10.52,105,195
10.59,135,195
10.99,135,165
11.05,135,135
11.38,165,135
11.45,195,135
11.91,195,105
11.98,195,75
12.24,225,75
12.31,255,75
12.51,255,45
12.57,255,15
12.84,285,15
12.9,315,15
13.5,315,45
13.56,315,75
13.63,315,105
13.7,315,135
13.76,315,165
13.83,315,195
14.09,345,195
14.16,375,195
14.95,375,165
15.02,375,135
15.28,405,135
15.35,435,135
15.68,435,105
15.74,435,75
15.81,435,45
15.88,435,15
16.07,465,15
16.14,495,15
16.21,525,15
16.27,555,15
16.34,585,15
16.41,615,15
16.47,645,15
16.54,675,15
16.6,705,15
16.67,735,15
17.0,735,45
17.06,735,75
17.73,705,75
18.06,675,75
18.46,675,105
18.52,675,135
18.78,645,135
18.85,615,135
19.31,615,165
19.38,615,195
19.71,645,195
19.78,675,195
19.84,705,195
19.91,735,195
20.18,735,225
20.24,735,255
20.3,735,285
20.37,735,315
20.77,705,315
20.83,675,315
21.29,675,345
21.36,675,375
21.43,675,405
21.49,675,435
22.02,645,435
22.09,615,435
22.15,585,435
22.22,555,435
22.29,525,435
22.35,495,435
22.68,495,405
22.75,495,375
23.01,525,375
23.08,555,375
23.47,555,345
23.74,555,315
23.94,585,315
24.0,615,315
24.73,615,285
24.8,615,255
25.13,585,255
25.19,555,255
25.26,525,255
25.33,495,255
25.39,465,255
25.47,435,255
25.79,435,285
25.85,435,315
25.92,435,345
25.99,435,375
26.05,435,405
26.12,435,435
26.85,405,435
26.92,375,435
27.37,375,405
27.44,375,375
27.51,375,345
27.57,375,315

=== Segment 2 Start: 15:32:46 | End: 15:33:00 ===
Time (s),x,y
0.99,13,40
1.06,13,67
1.12,13,94
1.19,13,121
1.26,13,148
1.32,13,175
1.39,13,202
1.46,13,229
1.79,40,229
1.85,67,229
2.25,67,256
2.31,67,283
2.38,67,310
2.45,67,337
2.84,40,337
2.91,13,337
3.3,13,364
3.37,13,391
4.16,40,391
4.23,67,391
4.3,94,391
4.36,121,391
4.96,121,364
5.22,121,337
5.29,121,310
5.36,121,283
5.75,148,283
5.82,175,283
6.15,175,256
6.22,175,229
6.28,175,202
6.35,175,175
6.41,175,148
6.48,175,121
6.81,148,121
6.87,121,121
7.27,121,94
7.34,121,67
7.6,94,67
7.67,67,67
8.0,67,40
8.06,67,13
8.46,94,13
8.53,121,13
8.59,148,13
8.66,175,13
8.73,202,13
8.79,229,13
8.86,256,13
8.92,283,40
9.12,283,67
9.39,256,67
9.45,229,67
9.52,202,67
9.59,175,67
10.32,202,67
10.38,229,67
10.58,229,94
10.65,229,121
10.71,229,148
10.78,229,175
10.84,229,202
10.91,229,229
11.17,256,229
11.24,283,229
11.57,283,256
11.64,283,283
12.5,256,283
12.56,229,283
13.09,229,310
13.16,229,337
13.22,229,364

=== Segment 3 Start: 15:33:00 | End: 15:33:06 ===
Time (s),x,y
0.07,15,46
0.13,15,77
0.92,46,77
0.99,77,77
1.06,108,77
1.12,139,77
1.39,139,108
1.45,139,139
1.52,139,170
1.59,139,201
1.99,108,201
2.05,77,201
2.38,77,170
2.45,77,139
2.71,46,139
2.78,15,139
3.11,15,170
3.18,15,201
3.24,15,232
3.31,15,263
3.38,15,294
3.44,15,325
3.51,15,356
3.57,15,387
3.97,46,387
4.04,77,387
4.1,108,387
4.17,139,387
4.57,139,356
4.63,139,325
4.7,139,294
4.76,139,263
5.1,170,263
5.16,201,263
5.49,201,232
5.56,201,201
5.89,232,201
5.96,263,201
6.22,263,170
6.29,263,139
6.55,294,139

=== Segment 4 Start: 15:33:06 | End: 15:33:24 ===
Time (s),x,y
0.07,52,17
0.13,87,17
0.79,87,52
0.86,87,87
1.46,122,87
1.72,157,87
2.18,157,52
2.25,157,17
2.45,192,17
2.51,227,17
2.58,262,17
2.64,297,17
2.71,332,17
2.78,367,17
2.84,402,17
2.91,437,17
2.97,472,17
3.04,507,17
3.11,542,17
3.17,577,17
3.57,577,52
3.63,577,87
4.23,542,87
4.3,507,87
4.56,507,122
4.63,507,157
5.29,542,157
5.36,577,157
5.69,577,192
5.76,577,227
6.35,542,227
6.41,507,227
6.75,507,262
6.81,507,297
7.27,542,297
7.34,577,297
7.87,577,332
7.93,577,367
8.53,612,367
8.6,647,367
8.93,647,402
8.99,647,437
9.06,647,472
9.12,647,507
9.59,612,507
9.65,577,507
10.05,577,472
10.12,577,437
11.24,542,437
11.31,507,437
11.71,507,402
11.77,507,367
12.1,472,367
12.17,437,367
12.23,402,367
12.3,367,367
12.36,332,367
12.43,297,367
12.7,297,332
12.76,297,297
13.09,262,297
13.16,227,297
13.49,227,262
13.55,227,227
