=== Segment 1 Start: 13:29:59 | End: 13:30:01 ===
Time (s),x,y
1.2,13,39
1.27,13,65
1.33,13,91
1.4,13,117
1.8,39,117
1.86,65,117
1.93,91,117
2.0,117,117
2.32,117,143
2.39,117,169

=== Segment 2 Start: 13:30:01 | End: 13:30:05 ===
Time (s),x,y
0.46,143,169
0.53,169,169
0.92,169,195
0.99,169,221
1.06,169,247
1.12,169,273
1.45,195,273
1.52,221,273
1.59,247,273
1.65,273,273
1.98,273,299
2.05,273,325
2.12,273,351
2.18,273,377
2.45,299,377
2.51,325,377
2.91,325,403
2.98,325,429
3.04,325,455
3.11,351,481
3.38,377,481
3.44,403,481
3.51,429,481

=== Segment 3 Start: 13:30:05 | End: 13:30:09 ===
Time (s),x,y
0.07,455,481
0.14,481,481
0.67,455,481
0.74,429,481
0.8,403,481
0.86,377,481
1.19,351,481
1.26,325,481
1.85,325,455
1.92,325,429
1.99,325,403
2.05,325,377
2.32,299,377
2.38,273,377
2.71,273,351
2.78,273,325
2.85,273,299
2.91,273,273
3.11,247,273
3.18,221,273
3.25,195,273
3.31,169,273
3.57,169,247
3.64,169,221
3.71,169,195
3.77,169,169
3.97,143,169
4.04,117,169
4.3,117,143
4.37,117,117
4.64,91,117
4.7,65,117
4.77,39,117

=== Segment 4 Start: 13:30:09 | End: 13:30:10 ===
Time (s),x,y
0.07,13,117
0.47,39,117
0.53,65,117
0.6,91,117
0.67,117,117

=== Segment 5 Start: 13:30:10 | End: 13:30:15 ===
Time (s),x,y
0.46,117,143
0.53,117,169
0.86,143,169
0.92,169,169
1.19,169,195
1.25,169,221
1.32,169,247
1.38,169,273
1.71,195,273
1.78,221,273
1.85,247,273
1.91,273,273
2.18,273,299
2.24,273,325
2.31,273,351
2.38,273,377
2.57,299,377
2.64,325,377
2.97,325,403
3.04,325,429
3.1,325,455
3.18,325,481
3.37,299,481
3.43,273,481
3.5,247,481
3.57,221,481
3.77,221,455
3.84,221,429
4.1,195,429
4.16,169,429
4.36,169,455
4.43,169,481
4.69,143,481
4.76,117,481
5.02,117,455

=== Segment 6 Start: 13:30:15 | End: 13:30:29 ===
Time (s),x,y
0.07,117,429
0.6,117,455
0.66,117,481
0.99,143,481
1.06,169,481
1.39,169,455
1.46,169,429
1.72,195,429
1.79,221,429
1.85,247,429
1.92,273,429
3.05,247,429
3.11,221,429
3.18,195,429
4.37,221,429
4.43,247,429
4.9,221,429
4.96,195,429
5.76,221,429
5.82,247,429
6.48,221,429
6.55,195,429
7.08,221,455
7.14,247,481
9.13,273,481
9.2,299,481
9.27,325,481
9.33,351,481
9.4,377,481
9.46,403,481
9.53,429,481
9.59,455,481
9.66,481,481
9.92,481,455
9.99,481,429
10.19,507,429
10.26,533,429
10.45,533,403
10.52,533,377
10.72,559,377
10.79,585,377
10.85,611,377
10.92,637,377
11.25,637,403
11.32,611,429
11.58,585,455
11.91,585,481
11.98,559,481
12.04,533,481
12.24,559,481
12.31,585,481
12.37,611,481
12.44,637,481
12.5,663,481
12.57,689,481
12.77,689,455
12.83,689,429
12.9,689,403
12.97,689,377
13.16,715,377
13.23,741,377
13.5,741,351
13.56,741,325
13.63,741,299
13.69,741,273
13.76,741,247
13.82,741,221
13.89,741,195
13.96,741,169
14.22,715,169
14.29,689,169
14.35,663,169
14.43,637,169

=== Segment 7 Start: 13:30:29 | End: 13:31:38 ===
Time (s),x,y
0.59,663,169
0.66,689,169
0.72,715,169
0.79,741,169
1.19,741,195
1.25,741,221
1.32,741,247
1.39,741,273
1.46,741,299
1.52,741,325
2.9,741,351
2.97,741,377
3.04,741,403
3.1,741,429
3.17,741,455
3.44,741,429
3.5,741,403
3.57,741,377
3.96,715,377
4.03,689,377
10.32,689,403
10.38,689,429
10.44,689,455
10.51,689,481
10.91,663,481
10.97,637,481
11.04,611,481
11.11,585,481
11.17,559,481
11.24,533,481
11.64,559,481
12.1,585,481
12.5,585,455
12.56,585,429
12.76,611,429
12.83,637,429
13.69,637,403
13.75,637,377
14.02,611,377
14.08,585,377
14.15,559,377
14.21,533,377
14.41,533,403
14.48,533,429
19.7,507,429
19.77,481,429
20.63,481,455
20.69,481,481
21.22,455,481
21.29,429,481
21.36,403,481
22.28,377,481
22.35,351,481
22.82,325,481
22.88,299,481
23.34,325,481
24.8,325,455
24.86,325,429
24.93,325,403
25.0,325,377
27.64,299,377
27.71,273,377
30.63,299,377
30.69,325,377
31.02,325,403
31.09,325,429
31.16,325,455
31.22,325,481
31.55,351,481
31.62,377,481
31.68,403,481
31.75,429,481
32.08,455,481
32.15,481,481
32.41,481,455
32.48,481,429
32.74,507,429
32.81,533,429
34.2,533,403
34.26,533,377
34.46,559,377
34.53,585,377
34.59,611,377
34.66,637,377
35.66,637,403
35.72,637,429
52.0,611,429
52.06,585,429
54.11,585,455
54.18,585,481
54.84,611,481
54.9,637,481
54.97,663,481
55.04,689,481
55.44,689,455
55.51,689,429
55.57,689,403
55.63,689,377
55.9,715,377
55.96,741,377
56.23,741,351
56.29,741,325
56.36,741,299
56.43,741,273
56.49,741,247
56.56,741,221
56.62,741,195
56.69,741,169
57.02,715,169
