=== Segment 1 Start: 10:40:15 | End: 10:40:43 ===
Time (s),x,y
0.74,39,13
0.8,65,13
1.53,65,39
1.6,65,65
2.06,39,65
2.13,13,65
2.53,13,91
2.59,13,117
2.79,39,117
2.86,65,117
3.25,39,117
3.91,65,143
4.31,65,169
4.64,39,169
4.71,13,169
5.37,13,195
5.57,13,221
5.63,13,247
5.7,13,273
7.23,39,273
7.29,65,273
7.62,65,247
7.68,65,221
8.35,91,221
8.41,117,221
8.87,117,195
8.94,117,169
9.54,117,143
9.6,117,117
10.07,143,117
10.13,169,117
10.53,169,91
10.6,169,65
10.66,169,39
10.73,169,13
11.13,195,13
11.19,221,13
11.59,221,39
11.65,221,65
11.72,221,91
11.78,221,117
12.38,247,117
12.45,273,117
12.51,299,117
12.58,325,117
12.65,351,117
12.71,377,117
12.78,403,117
12.84,429,117
12.91,455,117
12.98,481,117
13.44,481,143
13.5,481,169
13.9,507,169
13.97,533,169
14.03,559,169
14.1,585,169
14.37,585,195
14.43,585,221
14.5,585,247
14.56,585,273
14.76,611,273
14.83,637,273
14.89,663,273
14.96,689,273
15.42,689,247
15.75,689,221
15.82,689,195
16.08,689,169
16.21,663,169
16.28,637,169
16.81,637,143
16.87,637,117
17.2,611,117
17.27,585,117
17.34,559,117
17.4,533,117
17.67,533,91
17.73,533,65
17.8,533,39
17.87,533,13
18.06,559,13
18.13,585,13
18.46,585,39
18.53,585,65
18.72,611,65
18.79,637,65
18.99,637,39
19.05,637,13
19.32,663,13
19.38,689,13
19.65,689,39
19.72,689,65
19.78,689,91
19.85,689,117
20.18,715,117
20.24,741,117
20.57,741,143
20.64,741,169
20.7,741,195
20.77,741,221
20.84,741,247
20.9,741,273
20.97,741,299
21.03,741,325
21.43,715,325
21.5,689,325
21.76,689,351
21.83,689,377
22.09,663,377
22.16,637,377
22.23,611,377
22.29,585,377
22.69,585,351
22.76,585,325
23.09,559,325
23.15,533,325
23.61,533,299
23.68,507,273
23.75,481,273
23.82,455,273
23.88,429,273
23.95,403,273
24.01,377,273
24.28,377,299
24.34,377,325
24.41,377,351
24.48,377,377
24.67,351,377
24.74,325,377
24.8,299,377
24.87,273,377
24.94,247,377
25.0,221,377
25.33,221,351
25.4,221,325
25.6,195,325
25.66,169,325
25.93,169,351
25.99,169,377
26.06,169,403
26.13,169,429
26.46,195,429
26.52,221,429
26.59,247,429
26.65,273,429
26.72,299,429
26.79,325,429
26.85,351,429
26.92,377,429
26.99,403,429
27.05,429,429
27.12,455,429
27.18,481,429
27.25,507,429
27.32,533,429
27.38,559,429
27.71,533,403
27.78,507,377
28.11,481,377

=== Segment 2 Start: 10:40:43 | End: 10:40:51 ===
Time (s),x,y
0.99,19,57
1.06,19,95
1.39,57,95
1.45,95,95
1.72,95,57
1.78,95,19
2.31,133,19
2.38,171,19
2.44,209,19
2.51,247,19
2.58,285,19
2.65,323,19
2.91,323,57
2.98,323,95
3.37,285,95
3.44,247,95
4.36,247,133
4.43,247,171
4.76,209,171
4.83,171,171
5.09,171,209
5.16,171,247
5.22,171,285
5.29,171,323
5.36,171,361
5.42,171,399
5.49,171,437
5.56,171,475
5.89,133,475
5.95,95,475
6.28,95,437
6.35,95,399
6.42,95,361
6.48,95,323
6.94,57,323
7.01,19,323
7.34,19,361
7.41,19,399
7.48,19,437
7.54,19,475
7.61,19,513

=== Segment 3 Start: 10:40:51 | End: 10:41:00 ===
Time (s),x,y
1.13,42,14
1.19,70,14
1.26,98,14
1.32,126,14
1.39,154,14
1.46,182,14
1.52,210,14
1.59,238,14
2.58,238,42
2.65,238,70
2.98,210,70
3.04,182,70
5.96,182,98
6.02,182,126
6.88,154,126
6.95,126,126
7.02,98,126
7.08,70,126
7.35,70,98
7.41,70,70
7.68,42,70
7.74,14,70
8.54,14,98
8.61,14,126
8.67,14,154
8.74,14,182
9.01,42,182
9.07,70,182
9.4,70,210
9.47,70,238
9.53,70,266
9.6,70,294
9.67,70,322

=== Segment 4 Start: 10:41:00 | End: 10:41:11 ===
Time (s),x,y
0.79,15,45
0.86,15,75
0.92,15,105
0.99,15,135
1.06,15,165
1.12,15,195
1.32,45,195
1.39,75,195
1.45,105,195
1.52,135,195
1.78,135,165
1.85,135,135
2.38,105,135
2.44,75,135
8.39,75,105
8.46,75,75
8.53,75,45
8.59,75,15
8.93,105,15
8.99,135,15
9.06,165,15
9.12,195,15
9.19,225,15
9.26,255,15
9.45,255,45
9.52,255,75
9.78,285,75
9.85,315,75
10.05,315,45
10.11,315,15
10.45,345,15
10.51,375,15
10.58,405,15
10.65,435,15
10.71,465,15
10.78,495,15
10.84,525,15

=== Segment 5 Start: 10:41:11 | End: 10:41:30 ===
Time (s),x,y
0.66,15,46
0.73,15,77
0.8,15,108
0.86,15,139
0.93,15,170
0.99,15,201
1.06,15,232
1.13,15,263
1.19,15,294
1.26,15,325
1.33,15,356
1.4,15,387
1.53,46,387
1.59,77,387
1.92,77,418
1.99,77,449
2.38,46,449
2.45,15,449
2.78,15,480
2.84,15,511
3.11,46,511
3.18,77,511
3.37,77,542
3.44,77,573
3.7,108,573
3.77,139,573
3.97,139,542
4.04,139,511
4.37,170,511
4.44,201,511
4.5,232,511
4.56,263,511
4.96,263,480
5.03,263,449
5.36,232,449
5.42,201,449
5.49,170,449
5.56,139,449
5.82,139,418
5.89,139,387
5.96,139,356
6.02,139,325
6.42,108,325
6.48,77,325
6.88,77,294
6.95,77,263
7.01,77,232
7.08,77,201
7.28,108,201
7.34,139,201
7.41,170,201
7.47,201,201
7.67,201,170
7.74,201,139
7.8,201,108
7.87,201,77
7.94,201,46
8.0,201,15
8.33,232,15
8.4,263,15
8.47,294,15
8.54,325,15
8.6,356,15
8.67,387,15
8.93,387,46
9.0,387,77
9.07,387,108
9.13,387,139
9.6,356,139
9.66,325,139
9.73,294,139
9.79,263,139
9.99,263,170
10.06,263,201
10.39,294,201
10.45,325,201
10.52,356,201
10.59,387,201
10.65,418,201
10.72,449,201
11.05,449,170
11.12,449,139
11.18,449,108
11.25,449,77
11.32,449,46
11.38,449,15
11.77,480,15
11.84,511,15
12.17,511,46
12.23,511,77
12.5,542,77
12.57,573,77
12.63,604,77
12.7,635,77
12.97,635,108
13.03,635,139
13.29,604,139
13.36,573,139
13.43,542,139
13.49,511,139
13.76,511,170
13.82,511,201
13.89,511,232
13.96,511,263
14.02,511,294
14.09,511,325
14.29,480,325
14.35,449,325
14.42,418,325
14.49,387,325
14.55,356,325
14.62,325,325
14.82,325,294
14.88,325,263
15.15,294,263
15.21,263,263
16.47,232,263
16.54,201,263
17.0,201,294
17.06,201,325
17.13,201,356
17.2,201,387
17.33,232,387
17.39,263,387
17.46,294,387
17.53,325,387
17.79,325,418
17.86,325,449
17.92,325,480
17.99,325,511
18.32,356,511
18.39,387,511
18.45,418,511
18.52,449,511
18.72,449,542
18.78,449,573
19.18,418,573

=== Segment 6 Start: 10:41:30 | End: 10:41:47 ===
Time (s),x,y
1.12,45,15
1.19,75,15
1.45,75,45
1.52,75,75
1.58,75,105
1.65,75,135
1.72,75,165
1.78,45,195
1.85,15,225
2.38,15,255
2.45,15,285
2.51,15,315
2.58,15,345
2.66,15,375
2.71,15,405
2.78,15,435
2.84,15,465
2.91,15,495
3.18,45,495
3.24,75,465
3.31,105,435
3.71,135,435
3.91,135,465
3.97,135,495
4.3,165,495
4.37,195,495
4.83,195,525
4.9,195,555
5.29,225,555
5.36,255,555
5.43,285,555
5.49,315,555
5.56,345,555
5.62,375,555
5.69,405,555
5.76,435,555
5.96,435,525
6.03,435,495
6.22,465,495
6.29,495,495
6.56,495,525
6.62,495,555
6.89,525,555
6.95,555,555
7.09,555,525
7.15,555,495
7.42,585,495
7.48,615,495
7.68,615,525
7.75,615,555
8.15,645,555
8.21,675,555
8.54,675,525
8.61,675,495
8.67,675,465
8.74,675,435
9.01,645,435
9.07,615,435
9.47,615,405
9.53,615,375
9.6,615,345
9.8,615,315
9.86,615,285
9.93,615,255
10.0,615,225
10.06,615,195
10.26,645,195
10.33,675,195
10.59,675,165
10.66,675,135
10.99,645,135
11.05,615,135
11.38,615,105
11.45,615,75
11.78,585,75
11.85,555,75
12.12,555,105
12.18,555,135
12.25,555,165
12.31,555,195
12.71,525,195
12.77,495,195
12.84,465,195
12.91,435,195
12.97,405,195
13.04,375,195
13.11,345,195
13.17,315,195
13.24,285,195
13.31,255,195
13.38,225,195
13.44,195,195
13.7,195,225
13.77,195,255
13.84,195,285
13.9,195,315
14.03,165,315
14.1,135,315
14.36,135,285
14.43,135,255
14.49,135,225
14.56,135,195
14.63,135,165
14.69,135,135
14.76,135,105
14.82,135,75
14.89,135,45
14.96,135,15
15.29,165,15
15.35,195,15
15.42,225,15
15.49,255,15
15.55,285,15
15.62,315,15
15.88,315,45
15.95,315,75
16.15,345,75
16.22,375,75
16.54,375,105
16.61,375,135
16.81,345,135
16.88,315,135
16.94,285,135
17.01,255,135

=== Segment 7 Start: 10:41:47 | End: 10:41:54 ===
Time (s),x,y
0.79,18,54
0.86,18,90
1.06,54,90
1.12,90,90
1.39,90,126
1.45,90,162
1.52,90,198
1.58,90,234
1.65,90,270
1.72,90,306
1.78,90,342
1.85,90,378
2.11,126,378
2.18,162,378
2.38,162,342
2.44,162,306
2.51,162,270
2.58,162,234
2.78,198,234
2.85,234,234
3.11,234,198
3.17,234,162
3.44,270,162
3.5,306,162
3.7,306,126
3.77,306,90
4.1,270,90
4.17,234,90
4.23,198,90
4.3,162,90
4.5,162,54
4.56,162,18
4.76,198,18
4.83,234,18
4.89,270,18
4.96,306,18
5.02,342,18
5.09,378,18
5.16,414,18
5.22,450,18
5.29,486,18
5.36,522,18
5.42,558,18
5.49,594,18
5.68,594,54
5.75,594,90
5.82,594,126
5.88,594,162
6.01,630,162
6.08,666,162
6.15,702,162
6.21,738,162
6.48,738,198
6.54,738,234
6.74,702,234

=== Segment 8 Start: 10:41:54 | End: 10:41:55 ===
Time (s),x,y
0.6,16,48
0.66,16,80
0.73,16,112
0.8,16,144

