=== Segment 1 Start: 15:00:11 | End: 15:00:18 ===
Time (s),x,y
4.5,60,20
4.76,100,20
5.09,100,60
5.16,100,100
5.89,60,100
5.96,20,100
6.89,20,140

=== Segment 2 Start: 15:00:18 | End: 15:00:25 ===
Time (s),x,y
0.19,20,180
0.85,60,180
0.92,100,180
1.25,100,220
1.31,100,260
1.58,100,300
1.64,100,340
1.71,100,380
1.78,100,420
2.04,140,420
2.11,180,420
2.44,180,460
2.5,180,500
2.84,220,500
2.9,260,500
2.97,300,500
3.03,340,500
3.1,380,500
3.16,420,500
3.36,420,460
3.43,420,420
3.76,380,420
3.83,340,420
3.89,300,420
3.96,260,420
4.29,260,380
4.36,260,340
5.15,300,340
5.21,340,340
5.68,340,300
5.74,340,260
5.81,340,220
5.87,340,180
5.94,340,140
6.01,340,100
6.21,300,100
6.27,260,100
6.6,260,60
6.67,260,20
7.33,300,20
7.4,340,20

=== Segment 3 Start: 15:00:25 | End: 15:01:02 ===
Time (s),x,y
0.07,380,20
0.14,420,20
1.59,380,20
1.65,340,20
1.72,300,20
1.79,260,20
1.85,220,20
1.92,180,20
3.04,220,20
3.11,260,20
3.17,300,20
3.7,260,20
3.77,220,20
4.17,260,20
4.63,260,60
4.69,260,100
5.02,300,100
5.09,340,100
5.35,340,140
5.42,340,180
5.49,340,220
5.55,340,260
5.62,340,300
5.68,340,340
6.02,300,340
6.08,260,340
6.34,260,380
6.41,260,420
6.74,300,420
6.81,340,420
6.87,380,420
6.94,420,420
7.2,420,460
7.27,420,500
8.2,380,500
8.26,340,500
8.33,300,500
8.39,260,500
10.11,220,500
10.18,180,500
13.09,220,500
13.15,260,500
13.22,300,500
13.29,340,500
13.35,380,500
13.42,420,500
13.68,420,460
13.75,420,420
14.08,380,420
14.14,340,420
14.21,300,420
14.28,260,420
14.61,260,380
14.67,260,340
15.6,300,340
15.67,340,340
16.0,340,300
16.06,340,260
16.13,340,220
16.2,340,180
16.26,340,140
16.33,340,100
16.66,300,100
16.72,260,100
17.05,260,60
17.12,260,20
18.25,300,20
21.48,340,20
21.55,380,20
21.62,420,20
22.08,420,60
22.14,420,100
22.34,460,100
22.41,500,100
22.81,500,140
22.87,500,180
23.14,540,180
23.2,580,180
23.47,580,140
23.53,580,100
24.39,620,100
24.46,660,100
24.52,700,100
24.59,740,100
25.25,740,140
25.32,740,180
25.98,700,180
26.04,660,180
26.64,660,220
26.7,700,260
26.77,740,300
26.84,740,340
27.83,700,340
27.89,660,340
27.96,620,340
28.02,580,340
28.42,580,300
28.49,580,260
28.75,540,260
28.82,500,260
30.47,500,300
30.54,500,340
30.67,500,380
30.73,500,420
31.06,540,420
31.13,580,420
31.2,620,420
31.26,660,420
31.86,660,460
31.93,660,500
31.99,660,540
32.06,660,580
32.39,620,580
32.46,580,580
32.92,580,540
32.98,580,500
33.25,540,500
33.32,500,500
34.11,500,540
34.38,500,580
34.9,460,580
34.97,420,580
35.04,380,580
35.1,340,580
35.17,300,580
35.24,260,580
35.3,220,580
35.37,180,580
35.43,140,580
35.5,100,580
35.83,100,540
35.9,100,500
36.16,60,500
36.23,20,500

=== Segment 4 Start: 15:01:02 | End: 15:01:19 ===
Time (s),x,y
1.45,60,500
1.52,100,500
1.98,100,540
2.05,100,580
2.38,140,580
2.44,180,580
2.51,220,580
2.58,260,580
2.64,300,580
2.71,340,580
2.77,380,580
2.84,420,580
2.91,460,580
2.97,500,580
3.7,500,540
3.77,500,500
4.16,540,500
4.23,580,500
5.75,580,540
5.81,580,580
6.08,620,580
6.15,660,580
6.21,700,580
6.28,740,580
6.54,740,540
6.61,740,500
6.74,740,460
7.34,740,500
7.4,740,540
7.47,740,580
7.8,700,580
7.87,660,580
7.93,620,580
8.0,580,580
8.13,580,540
8.73,580,580
9.06,620,580
9.12,660,580
9.19,700,580
9.58,660,580
9.65,620,580
10.11,660,580
10.18,700,580
10.57,660,580
11.04,660,540
11.11,660,500
11.17,660,460
11.24,660,420
11.5,620,420
11.57,580,420
11.63,540,420
11.7,500,420
11.97,500,380
12.03,500,340
12.1,500,300
12.16,500,260
12.43,540,260
12.49,580,260
12.89,580,300
12.96,580,340
13.48,620,340
13.55,660,340
13.62,700,340
13.68,740,340
14.01,740,300
14.08,740,260
14.41,700,260
14.48,660,260
14.74,660,220
14.81,660,180
15.07,700,180
15.14,740,180
15.4,740,140
15.47,740,100
15.53,740,60
15.6,740,20
15.8,740,60
15.87,740,100
15.94,740,140
16.39,740,100
16.79,700,100
16.86,660,100
16.92,620,100
16.99,580,100
17.25,580,140
17.32,580,180
17.65,540,180
17.72,500,180

=== Segment 5 Start: 15:01:19 | End: 15:01:32 ===
Time (s),x,y
1.32,540,180
1.39,580,180
1.65,580,140
1.72,580,100
1.92,620,100
1.99,660,100
2.05,700,100
2.12,740,100
2.45,740,140
2.52,740,180
2.78,700,180
2.84,660,180
3.57,660,220
3.64,660,260
4.17,700,260
4.69,740,260
5.15,740,300
5.22,740,340
5.81,700,340
5.88,660,340
5.95,620,340
6.48,580,340
6.87,580,300
6.94,580,260
7.14,540,260
7.2,500,260
7.6,500,300
7.67,500,340
7.73,500,380
7.8,500,420
8.26,540,420
8.33,580,420
8.39,620,420
8.46,660,420
8.92,660,460
8.99,660,500
9.05,660,540
9.12,660,580
9.58,620,580
9.65,580,580
10.04,580,540
10.11,580,500
10.44,540,500
10.51,500,500
10.84,500,540
10.9,500,580
11.23,460,580
11.3,420,580
11.37,380,580
11.43,340,580
11.5,300,580
11.57,260,580
11.63,220,580
11.7,180,580
11.76,140,580
11.83,100,580
12.23,100,540
12.29,100,500
12.56,60,500
12.62,20,500
12.95,20,460

=== Segment 6 Start: 15:01:32 | End: 15:02:05 ===
Time (s),x,y
0.07,20,420
0.99,20,460
1.06,20,500
4.17,60,500
4.23,100,500
10.52,100,540
10.58,100,580
10.85,140,580
10.91,180,580
10.98,220,580
11.05,260,580
11.11,300,580
11.18,340,580
11.24,380,580
11.31,420,580
11.38,460,580
11.44,500,580
11.84,500,540
11.91,500,500
12.24,540,500
12.3,580,500
12.63,580,540
12.7,580,580
13.03,620,580
13.1,660,580
13.16,700,580
13.82,660,580
14.28,660,540
14.35,660,500
14.68,660,460
14.75,660,420
15.14,620,420
15.21,580,420
15.27,540,420
15.93,500,420
16.33,500,380
16.4,500,340
16.46,500,300
16.53,500,260
16.99,540,260
17.06,580,260
17.39,580,300
17.45,580,340
17.85,620,340
17.92,660,340
17.98,700,340
18.05,740,340
18.45,740,300
18.51,740,260
18.78,700,260
18.85,660,260
19.18,660,220
19.24,660,180
19.57,700,180
19.64,740,180
19.97,740,140
20.03,740,100
20.37,700,100
20.43,660,100
20.76,620,100
20.83,580,100
21.36,580,140
21.42,580,180
21.82,540,180
21.88,500,180
22.35,500,140
22.41,500,100
22.74,460,100
22.81,420,100
23.2,420,60
23.27,420,20
23.67,380,20
23.74,340,20
23.8,300,20
24.0,260,20
24.07,220,20
24.13,180,20
24.79,220,20
25.19,260,20
25.26,300,20
25.65,260,20
26.18,260,60
26.25,260,100
26.98,300,100
27.05,340,100
27.9,340,140
27.97,340,180
28.04,340,220
28.1,340,260
28.17,340,300
28.23,340,340
28.63,300,340
28.7,260,340
29.03,260,380
29.09,260,420
29.56,300,420
29.62,340,420
29.69,380,420
29.75,420,420
30.15,420,460
30.21,420,500
30.55,380,500
30.61,340,500
30.68,300,500
30.74,260,500
30.81,220,500
30.88,180,500
31.34,180,460
31.4,180,420
31.67,140,420
31.73,100,420
32.0,100,380
32.07,100,340
32.13,100,300
32.2,100,260
32.26,100,220
32.33,100,180
32.59,60,180
32.66,20,180
33.12,20,140
33.19,20,100

